name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
snRNA#sense	0.21	0.3	2.64	4.56	0.42	0.12	1.18	0.29	0.05	0.07	0.09	0.05	1.3	0.57	4.75	0.07	0.77	0.34	1.38	1.79	0.11	0.25	0.57	0.48	0.23	0.17	1.06	0.51	0.02	0.25	0.69	1.16	0.15	0.07	0.35	1.57	0.08	0.52	2.13	1.19	0.17	1.27	0.62	0.12	0.63	0.05	0.32	3.27
lncRNA#sense	0.32	0.46	0.16	0.48	0.87	0.55	0.3	0.85	0.36	0.37	0.37	0.71	0.11	0.06	0.18	0.43	0.32	0.2	0.32	0.27	0.51	0.46	0.56	0.21	0.38	0.34	0.46	0.49	0.16	0.95	0.31	0.49	0.18	0.56	0.3	0.27	0.07	0.3	0.11	0.12	0.42	0.35	0.2	0.49	0.43	0.18	0.22	3.95
hairpin#sense	0.01	0.0	0.01	0.03	0.0	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.02	0.01	0.03	0.0	0.01	0.01	0.01	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.02	0.01	0.01	0.02	0.02	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.01
non_coding#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antisense_RNA#antisense	0.25	0.5	0.05	0.23	0.28	0.25	0.19	0.46	0.18	0.17	0.35	0.3	0.03	0.01	0.05	0.16	0.4	0.36	0.21	1.04	0.16	0.72	0.32	0.87	0.19	2.09	0.89	0.49	0.11	0.36	0.24	0.29	0.45	0.26	0.18	0.44	0.12	0.25	0.03	0.03	0.17	0.28	0.54	0.25	0.57	0.11	0.19	1.16
macro_lncRNA#sense	0.0	0.01	0.0	0.01	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.01	0.0	0.02	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.14
vaultRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
miRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
miRNA#sense	0.04	0.04	0.03	0.04	0.02	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.05	0.04	0.04	0.02	0.03	0.04	0.03	0.06	0.03	0.04	0.03	0.03	0.07	0.03	0.04	0.04	0.04	0.03	0.07	0.11	0.05	0.03	0.03	0.04	0.06	0.02	0.04	0.05	0.03	0.03	0.04	0.03	0.04	0.05	0.03	0.07
translated_processed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mature#antisense	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
snoRNA#sense	0.31	0.15	0.07	0.1	0.05	0.02	0.36	0.3	0.02	0.02	0.02	0.01	0.07	0.09	0.13	0.01	0.13	0.35	0.29	0.27	0.11	0.08	1.23	0.26	0.02	0.02	0.14	0.12	0.01	0.14	0.23	0.16	0.03	0.03	0.07	0.92	0.02	0.16	0.1	0.07	0.02	0.17	0.4	0.02	0.37	0.05	0.15	0.12
TR_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
scRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
un-assigned	8.079002092748775	9.40461896508985	2.16181240056421	16.176558165055496	24.848205652256777	9.661935971816728	7.2407101305720944	15.839235767275309	5.385874393908611	6.9430368911839215	24.67807326116778	13.059382297844698	1.504508746363319	0.9235660244033647	2.3160328138344775	33.635088904103505	12.692102777852918	6.014318395252523	11.464805988835563	11.511637565523568	19.854629506332348	8.526385580290569	10.663254671272568	10.83373235065628	6.647541190355131	7.392589154044943	12.769400669834287	21.217160729351694	5.312103725058082	14.90064839785728	5.132188464490098	6.442400262020002	7.072274590948767	11.166256086047541	4.25088447625008	7.885610872415884	2.227062170919294	26.41224868887024	1.437319147234912	1.4717956493289532	6.658025468366187	24.055856304726355	8.196707834176951	7.270262827857099	8.905685914771748	4.506298495165743	8.857188408859251	36.97880119306914
nonsense_mediated_decay#sense	0.02	0.03	0.02	0.04	0.08	0.03	0.02	0.05	0.01	0.03	0.05	0.04	0.01	0.01	0.01	0.07	0.03	0.01	0.03	0.02	0.04	0.02	0.03	0.02	0.03	0.02	0.04	0.05	0.01	0.07	0.03	0.04	0.03	0.04	0.02	0.02	0.0	0.04	0.02	0.01	0.02	0.05	0.02	0.02	0.02	0.01	0.02	0.19
translated_processed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_stop_decay#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
asRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
piRNA#sense	0.01	0.01	0.0	0.0	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.0	0.0	0.02	0.0	0.0	0.01	0.03	0.01	0.02	0.01	0.01	0.04	0.01	0.0	0.02	0.01	0.02	0.0	0.01	0.02	0.01	0.01	0.01	0.01	0.03	0.0	0.01	0.0	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01
srpRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
transcribed_unprocessed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
scRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_processed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nonsense_mediated_decay#antisense	0.03	0.06	0.01	0.04	0.09	0.09	0.03	0.07	0.05	0.07	0.09	0.06	0.01	0.0	0.02	0.09	0.03	0.02	0.03	0.01	0.06	0.05	0.05	0.01	0.05	0.04	0.05	0.08	0.01	0.07	0.04	0.05	0.04	0.06	0.02	0.01	0.01	0.03	0.01	0.01	0.06	0.05	0.03	0.08	0.05	0.01	0.02	0.21
sRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
srpRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
unprocessed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
TR_J_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
macro_lncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
transcribed_processed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
lincRNA#antisense	0.57	0.75	0.16	0.61	1.17	0.85	0.58	1.09	0.56	0.57	0.64	0.94	0.1	0.06	0.15	0.59	0.61	0.54	0.57	1.18	0.64	0.67	0.87	0.71	0.5	0.81	0.74	0.96	0.21	1.17	0.49	0.85	0.49	0.66	0.43	0.78	0.18	0.71	0.09	0.11	0.56	0.66	0.68	0.79	0.67	0.32	0.53	1.91
microRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sense_intronic#antisense	0.01	0.01	0.0	0.01	0.02	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.0	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.01	0.0	0.0	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.1
IG_V_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
misc_RNA#sense	0.1	0.09	0.64	0.7	0.05	0.18	0.14	0.2	0.23	0.22	0.13	0.11	1.49	1.18	0.92	0.13	0.16	0.22	0.13	0.05	0.11	0.17	0.19	0.1	0.09	0.05	0.19	0.12	0.04	0.12	0.1	0.22	0.86	0.21	0.23	0.12	0.1	0.09	0.43	1.29	0.15	0.12	0.15	0.14	0.13	0.08	0.19	0.11
snoRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
scaRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polymorphic_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEC#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
