name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-24-3p	35	25	18	0	40	88	189	36	15	4	182	11	13	47	664	11	7	20	8	14	17	16	36	24	6	17	21	0	36	28	15	14	0	29	7	0	17	22	39	40	7	338	3	3	11	6	18
hsa-miR-664b-5p	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-3p	71	0	0	0	0	15	63	0	0	0	20	0	24	0	56	2	7	0	4	0	17	0	17	0	0	0	0	0	0	67	0	2	0	0	0	5	0	0	789	0	0	32	10	0	0	0	0
hsa-miR-338-5p	12	0	5	0	4	51	110	11	3	3	83	0	0	22	297	3	4	4	17	3	12	18	2	9	5	24	23	2	11	0	3	2	6	0	0	0	3	6	7	9	0	188	6	12	16	0	0
hsa-miR-222-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190b-5p	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
hsa-miR-5683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6
hsa-miR-3180-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5680	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1307-5p	8	11	93	2	44	81	168	0	0	0	197	3	0	32	642	0	7	2	0	0	0	2	12	20	4	3	14	0	5	0	10	0	0	0	0	21	8	4	18	16	0	425	6	7	11	2	0
hsa-miR-769-5p	53	51	60	26	56	464	992	15	15	6	818	27	5	202	3417	15	5	22	23	24	4	4	37	115	37	70	8	5	28	66	70	15	28	13	5	9	5	52	22	32	7	2130	55	68	107	15	26
hsa-miR-100-5p	112	80	203	34	433	339	781	117	15	8	483	14	18	117	2502	29	76	101	48	38	47	165	336	110	44	111	229	21	107	261	85	25	84	67	36	88	82	41	60	112	32	1453	32	66	58	24	83
hsa-miR-105-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-653-5p	0	0	0	0	0	2	17	0	0	0	0	4	0	0	15	0	0	0	0	4	0	0	8	0	5	0	0	0	0	11	0	0	4	0	2	0	0	0	0	11	0	0	0	0	0	2	0
hsa-miR-376c-3p	0	0	0	0	0	0	5	0	0	0	6	0	0	0	37	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
hsa-miR-542-3p	0	0	0	0	2	7	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	3	0	0	6	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
hsa-miR-379-5p	0	0	0	0	0	5	15	0	0	0	13	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
hsa-miR-30d-3p	0	10	13	0	10	5	4	0	0	0	24	0	0	8	14	3	0	0	0	0	5	5	0	0	0	0	0	0	0	9	3	0	0	7	0	0	6	0	0	0	0	7	0	0	0	3	0
hsa-miR-551b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0
hsa-miR-3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-455-5p	0	0	0	0	0	5	8	0	0	0	13	0	0	2	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	3	0	0	0	0	16	0	0	2	2	0
hsa-miR-448	0	3	0	3	3	0	5	9	3	0	4	0	7	0	42	0	0	16	17	4	0	9	17	2	2	9	22	0	0	11	2	0	8	37	2	0	6	0	11	8	0	17	2	0	0	4	0
hsa-miR-301b-3p	0	0	0	0	0	0	3	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-152-3p	10	10	86	0	107	9	45	0	0	2	12	0	4	12	74	2	0	11	14	0	13	17	46	4	5	13	39	4	29	102	8	0	11	0	0	2	0	0	26	15	19	44	0	5	4	4	16
hsa-miR-4717-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9-5p	382	202	79	16	55	3403	7748	30	40	7	5511	19	31	1433	24602	38	52	159	46	25	26	48	183	767	262	183	98	20	69	69	517	77	108	40	6	61	55	277	73	42	8	14672	243	263	520	15	51
hsa-miR-10a-5p	2176	1887	4944	694	9588	1536	4027	1960	331	211	681	644	1430	668	2392	1170	1003	1831	469	946	2431	4287	6037	454	665	1227	3108	436	2231	4272	974	708	1003	1262	924	1547	409	487	1423	2342	635	902	297	844	241	434	2123
hsa-miR-6511a-3p	0	0	0	0	0	0	2	0	0	0	6	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-550a-5p	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7854-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
hsa-miR-338-3p	58	25	9	17	9	410	848	10	7	2	638	0	0	211	2589	6	5	40	0	8	13	33	42	97	45	48	38	2	9	24	59	9	33	20	14	12	3	33	19	0	0	1338	22	30	67	8	6
hsa-miR-6793-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-222-3p	38	10	152	15	93	81	132	9	22	2	181	50	65	41	392	14	24	13	42	66	71	63	75	42	10	28	85	28	87	39	32	10	27	7	69	21	0	13	34	40	19	284	11	37	30	16	33
hsa-miR-770-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ebv-miR-BART2-5p	6	0	0	3	3	2	2	8	18	0	0	2	2	2	0	0	3	0	2	2	20	0	3	4	3	0	0	6	5	7	2	0	0	5	0	0	6	2	18	18	0	5	2	0	3	10	0
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-380-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0
hsa-miR-211-5p	0	0	0	0	0	7	13	0	5	0	8	0	0	0	38	0	0	0	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	23	0	0	0	0	5
hsa-miR-6787-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-95-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-1307-3p	0	0	15	0	34	9	18	0	0	0	31	5	0	2	62	0	10	2	6	0	0	0	12	0	0	0	0	0	6	7	0	0	4	0	4	0	0	0	8	19	0	48	0	0	0	0	0
hsa-miR-769-3p	0	0	0	0	0	8	2	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
hsa-miR-100-3p	0	0	0	0	0	3	4	0	0	0	2	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
hsa-miR-6868-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-5p	10	22	2	9	10	59	117	0	2	0	99	5	0	16	428	0	8	9	3	9	0	10	21	11	5	27	5	8	3	0	11	0	6	11	6	20	39	3	3	16	5	230	2	10	6	4	0
hsa-miR-182-5p	34	0	39	6	636	181	487	0	11	2	342	0	40	95	1373	11	17	14	121	41	13	40	23	51	0	7	7	4	12	822	13	12	8	15	0	0	0	18	73	82	17	939	0	2	2	0	20
hsa-miR-187-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
hsa-miR-379-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-205-5p	0	0	0	3	0	0	0	0	172	0	0	0	0	0	3	0	5	0	0	2	23	0	0	0	0	0	12	0	0	165	6	23	3	7	0	7	0	0	0	9	0	0	0	0	0	4	0
hsa-miR-429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-455-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
hsa-miR-4520-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-421	5	2	21	0	36	32	62	9	2	0	57	0	0	21	172	8	7	6	5	0	5	11	0	4	0	0	27	0	16	22	3	3	6	4	0	7	0	0	26	11	3	130	3	4	4	0	0
hsa-miR-9-3p	0	2	0	0	0	23	35	0	4	0	20	3	3	2	126	5	0	0	0	0	6	16	16	2	4	7	20	0	4	0	4	0	10	10	0	0	0	7	3	5	0	59	0	6	3	0	0
hsa-miR-10a-3p	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-3p	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193b-5p	0	3	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
hsa-miR-374a-5p	3	0	8	0	0	6	15	0	0	0	19	0	4	2	59	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	21	0	3	0	0	8
hsa-miR-141-3p	0	0	12	0	3	2	0	17	4	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	9	0	0	0	6	0	0	8	0	2	0	0	0	0	0
hsa-miR-92b-3p	465	366	1086	405	1183	1738	2363	915	210	148	2450	222	380	710	7777	301	328	739	514	743	402	1177	1860	415	295	936	1739	129	837	1681	717	388	480	854	219	475	276	373	755	1335	245	5433	129	365	151	166	263
hsa-miR-4485-3p	0	0	0	0	0	0	7	2	0	0	18	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0
hsa-miR-4677-3p	0	0	7	0	8	2	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-519c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-380-3p	0	0	0	0	0	2	5	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-487a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-95-3p	0	0	5	0	0	6	10	0	0	0	15	0	0	3	39	0	0	0	0	0	0	5	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	34	0	0	2	0	0
hsa-let-7e-5p	131	43	212	57	274	425	891	111	18	10	515	49	65	195	2433	26	58	117	48	67	49	249	190	78	40	80	147	35	108	227	97	39	49	83	52	85	15	52	121	296	23	1762	29	56	43	24	52
hsa-miR-7-1-3p	0	0	0	0	3	0	2	0	0	0	12	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0
hsa-miR-124-5p	0	0	0	0	0	2	4	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
hsa-miR-485-5p	0	0	0	0	3	4	5	0	0	0	6	0	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	5	0	0	0	0	2	15	0	0	0	0	0
hsa-miR-561-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
hsa-miR-3909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-758-3p	0	0	0	0	0	5	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-128-2-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-3p	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-760	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0
hsa-miR-193b-3p	0	0	0	0	0	2	6	0	0	2	7	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4	0	0	0	0	0	0	2	10	0	14	0	0	0	0	0
hsa-miR-1343-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-374a-3p	4	0	0	0	0	18	43	0	0	0	55	3	0	6	134	0	0	5	5	0	0	6	0	7	2	0	2	0	0	0	2	0	0	5	5	0	6	2	0	0	0	66	0	2	4	0	0
hsa-miR-5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-5p	143	110	1681	59	347	124	183	142	190	25	2897	213	118	173	739	84	69	96	285	257	254	78	142	108	66	69	285	129	101	244	44	42	51	172	124	51	39	46	405	482	119	208	46	112	60	143	169
hsa-miR-20a-5p	2	0	4	0	4	13	32	0	0	0	37	5	0	6	146	0	0	0	2	0	7	0	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	60	0	2	4	0	2
hsa-miR-1297	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	9	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-1294	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3065-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-433-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-625-5p	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-491-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-5p	0	0	3	0	30	13	8	0	0	0	77	0	0	5	39	0	0	0	0	0	0	0	7	0	0	8	0	0	0	21	2	0	0	0	0	0	0	0	0	11	0	16	0	0	0	0	0
hsa-miR-487a-3p	0	0	0	0	0	3	4	0	0	0	7	0	0	0	35	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
hsa-let-7e-3p	0	0	0	0	0	0	2	0	0	0	3	0	0	0	10	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-4661-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
hsa-miR-3059-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-548o-3p	0	0	0	4	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-124-3p	29	12	0	0	0	640	1188	8	10	0	1024	0	2	155	5315	0	2	7	0	0	0	7	24	108	48	16	14	0	14	18	54	11	0	16	0	10	7	29	0	8	0	2707	33	53	84	5	6
hsa-miR-485-3p	0	0	0	0	0	2	14	0	0	0	17	0	0	3	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	4	4	0	0	0
hsa-miR-4742-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1286	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-508-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	12	0	37	0	40	0	9	11	0	0	7	3	0	0	9	0	0	3	0	0	0	5	11	0	0	0	15	0	0	2	5	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-3129-5p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-3p	8	4	8	0	312	11	29	11	0	2	155	4	7	10	128	2	0	11	21	20	4	6	14	2	3	0	12	0	0	144	8	6	10	0	3	0	8	0	33	33	8	77	3	0	0	0	17
hsa-miR-451a	52	9	3	8	6960	144	425	0	3	0	342	0	168	74	1199	18	39	8	574	69	3	49	74	22	9	3	78	0	0	3059	24	2	17	0	3	17	0	28	386	215	34	560	15	10	34	2	71
hsa-miR-891a-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1275	0	0	6	0	0	6	3	0	0	0	98	0	0	0	6	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	26	0	2	0	0	0	6	3
hsa-miR-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-2-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549a-5p	0	2	11	0	7	0	0	0	0	0	0	0	0	0	3	0	0	5	0	8	0	2	0	0	2	0	0	2	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1270	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378d	0	0	0	0	0	0	7	0	0	0	4	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
hsa-miR-378c	0	4	7	0	6	1	4	0	0	0	24	0	0	0	15	0	0	0	0	0	11	8	0	0	0	0	0	0	0	7	0	2	0	0	0	2	0	0	8	1	0	5	0	0	0	0	0
hsa-miR-3065-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-433-3p	0	0	0	0	0	5	25	0	0	0	19	2	0	2	71	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	64	2	0	3	0	0
hsa-miR-625-3p	0	0	10	0	3	0	2	0	0	0	24	0	0	0	17	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-3p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-5p	0	0	0	0	0	2	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-4772-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548e-5p	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-5p	92	42	157	10	290	363	831	11	9	0	504	2	19	147	2242	9	24	90	10	24	52	125	163	69	55	76	128	13	111	169	90	22	53	43	16	39	33	42	36	35	17	1462	34	44	63	14	46
hsa-miR-21-5p	674	593	3611	275	1510	602	1665	1181	239	160	18370	667	533	595	5162	251	270	505	789	1287	1237	833	1171	419	275	1175	1200	139	793	1428	460	461	950	793	482	1024	478	452	1128	3125	405	1240	141	351	120	320	235
