name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-92a-1-5p	18	5	15	27	172	30	4	17	8	12	2	19	21	16	9	0	253	9	600	0	1237.0
hsa-miR-935	0	0	0	0	1053	2	0	99	0	41	23	0	0	0	0	0	0	0	6	0	1224.0
hsa-miR-1910-5p	9	4	3	2	829	19	0	23	0	54	26	6	13	14	9	0	28	0	161	0	1200.0
hsa-miR-324-3p	5	0	5	4	646	97	0	79	19	45	34	63	65	5	0	0	9	2	109	0	1187.0
hsa-miR-450b-5p	30	0	0	3	881	38	0	57	3	38	7	16	31	14	0	2	13	0	29	0	1162.0
hsa-miR-375-3p	0	0	0	6	575	34	2	100	9	86	33	21	23	10	0	0	35	2	199	0	1135.0
hsa-miR-1275	5	5	17	30	353	23	4	40	11	59	30	8	12	7	0	0	103	23	354	11	1095.0
hsa-miR-548o-3p	35	0	5	6	282	29	5	30	11	12	17	29	16	13	0	0	88	2	493	4	1077.0
hsa-miR-378a-5p	0	5	18	20	316	138	2	38	5	29	20	102	79	0	6	4	70	7	194	0	1053.0
hsa-miR-132-5p	6	0	3	2	688	8	0	60	0	70	30	4	2	0	0	3	30	3	134	0	1043.0
hsa-miR-142-3p	0	0	58	62	6	168	26	117	84	88	40	157	154	0	0	0	0	44	0	21	1025.0
hsa-miR-363-3p	0	0	15	8	371	163	9	48	6	45	19	166	105	7	0	0	3	3	53	3	1024.0
hsa-miR-320d	4	7	15	15	90	192	3	122	19	71	62	176	166	3	5	3	6	11	28	6	1004.4100000000001
hsa-miR-330-5p	5	0	5	8	647	53	2	83	5	54	13	33	48	2	3	0	16	4	19	0	1000.0
hsa-miR-2110	0	3	11	10	490	53	3	127	0	87	49	28	28	7	2	8	22	3	68	0	999.0
hsa-miR-125b-1-3p	136	30	2	0	334	69	0	44	0	38	19	52	59	53	24	9	42	3	84	0	998.0
hsa-miR-12136	0	0	8	9	232	48	81	71	128	56	73	44	35	0	0	0	14	0	83	113	995.0
hsa-miR-500a-3p	16	0	4	3	542	27	4	67	11	24	19	39	21	2	2	0	17	7	190	2	994.0
hsa-miR-651-5p	0	0	0	0	772	12	0	73	0	38	9	9	4	4	2	0	13	0	43	0	979.0
hsa-miR-5100	34	5	0	6	472	15	0	0	4	8	5	8	12	0	21	0	81	3	301	0	975.0
hsa-miR-193a-5p	102	82	8	7	395	3	0	74	0	64	32	4	2	0	69	46	34	5	12	3	942.0
hsa-miR-3934-5p	0	0	3	3	399	14	0	123	3	64	35	14	23	12	0	0	87	4	157	0	941.0
hsa-miR-6510-3p	4	4	10	3	554	6	0	16	0	5	12	0	0	5	0	0	88	5	223	0	935.0
hsa-miR-17-3p	0	0	3	2	595	23	0	31	0	13	18	27	25	14	0	0	42	2	136	0	931.0
hsa-miR-409-3p	126	11	33	78	13	136	17	126	89	72	15	52	74	0	7	11	0	23	19	17	919.0
hsa-miR-3182	17	8	12	5	310	39	8	39	4	39	22	39	41	13	0	6	77	4	220	10	913.0
hsa-miR-1304-3p	32	0	4	8	90	121	12	31	15	17	5	79	118	76	0	0	36	0	260	8	912.0
hsa-miR-15a-5p	0	0	3	0	419	80	8	42	19	15	5	55	47	0	0	0	14	0	192	0	899.0
hsa-miR-374a-5p	0	0	6	2	541	48	0	92	11	40	10	54	39	0	0	0	6	0	36	0	885.0
hsa-miR-1301-3p	2	0	0	0	419	88	2	58	17	67	34	53	34	0	3	0	4	2	63	8	854.0
hsa-miR-148b-5p	2	0	3	3	504	57	3	39	7	29	18	43	35	0	0	0	14	6	81	0	844.0
hsa-miR-10a-3p	0	0	2	4	571	9	3	89	3	55	24	4	12	0	0	0	11	0	50	0	837.0
hsa-miR-1246	5	37	19	29	0	192	42	18	74	21	8	144	130	0	35	14	7	14	5	38	832.0
hsa-miR-502-3p	4	4	0	2	419	51	2	56	4	42	11	44	32	0	2	0	7	2	120	0	799.0
hsa-miR-27b-5p	4	0	7	6	327	58	0	25	4	24	8	41	42	9	0	2	160	3	73	0	793.0
hsa-miR-494-3p	4	0	53	61	4	167	31	94	70	70	22	85	88	0	0	0	0	21	0	22	792.0
hsa-miR-675-3p	0	0	0	0	579	14	0	56	5	17	16	4	5	0	0	0	0	0	81	2	779.0
hsa-miR-199b-3p	0	0	44	43	28	150	32	98	85	36	18	77	111	0	0	0	0	25	1	29	776.3400000000001
hsa-miR-1292-5p	16	0	5	13	202	39	2	37	2	31	12	37	24	7	2	0	100	3	239	4	775.0
hsa-miR-33a-5p	0	0	0	3	488	8	3	21	4	28	7	10	13	4	0	0	20	0	162	0	771.0
hsa-miR-23a-5p	7	10	12	2	478	34	0	30	4	26	7	24	7	0	2	5	46	10	60	0	764.0
hsa-miR-184	0	0	0	2	470	5	0	102	3	84	26	9	0	33	2	0	2	0	11	0	749.0
hsa-miR-219a-1-3p	19	0	0	4	293	9	0	4	2	11	2	8	0	5	6	3	60	0	300	0	726.0
hsa-miR-1249-3p	0	0	8	5	443	27	4	10	12	11	7	16	29	0	2	0	5	6	103	0	688.0
hsa-miR-944	5	0	5	3	150	47	5	17	8	20	4	62	41	0	3	6	63	0	243	3	685.0
hsa-miR-181c-3p	0	0	0	0	456	15	0	40	0	41	22	13	7	0	0	0	10	2	73	2	681.0
hsa-miR-10401-3p	9	3	3	2	308	7	0	7	12	7	6	14	11	0	4	0	123	4	159	0	679.2800000000001
hsa-miR-493-3p	145	10	37	60	0	94	11	92	32	38	10	41	48	0	6	9	0	24	0	21	678.0
hsa-miR-3158-3p	6	0	0	0	191	0	3	7	7	0	6	10	0	10	0	0	31	0	405	0	676.0
hsa-miR-34b-3p	0	2	0	5	514	2	0	73	0	53	17	0	0	0	0	0	2	0	0	0	668.0
hsa-miR-4488	0	50	0	8	14	31	0	114	11	112	116	24	26	5	88	50	9	5	3	2	668.0
hsa-miR-34c-3p	0	0	0	2	557	2	0	41	0	35	16	0	3	0	0	0	0	0	0	0	656.0
hsa-miR-130b-3p	0	0	0	0	235	88	2	32	9	31	6	96	85	13	0	0	6	5	46	0	654.0
hsa-miR-937-3p	34	4	0	0	242	7	0	14	0	9	10	5	6	253	0	0	38	3	25	0	650.0
hsa-miR-760	5	0	6	13	206	40	2	57	5	47	28	26	35	47	0	0	33	2	92	0	644.0
hsa-miR-18a-3p	0	2	6	3	169	108	0	46	0	34	14	77	85	0	0	0	15	0	81	4	644.0
hsa-miR-34a-5p	0	4	2	0	499	25	2	32	0	4	5	15	15	0	4	0	4	0	24	0	635.0
hsa-miR-24-1-5p	0	0	2	2	469	41	0	38	0	26	8	11	18	0	0	1	7	0	10	0	632.0
hsa-miR-7706	26	0	2	0	236	23	0	6	0	13	11	5	9	26	2	0	87	0	183	0	629.0
hsa-miR-505-3p	0	0	6	17	188	72	0	62	20	40	27	56	55	0	0	0	10	7	56	5	621.0
hsa-miR-144-5p	0	0	39	40	0	93	29	76	57	28	13	101	84	0	0	0	0	20	0	22	602.0
hsa-miR-4746-5p	20	0	2	5	174	4	0	8	0	5	0	4	2	80	0	0	74	3	212	0	593.0
hsa-miR-6842-3p	5	0	0	2	321	7	0	13	0	5	8	8	6	134	0	0	33	0	44	0	586.0
hsa-miR-4497	0	62	22	45	5	17	3	48	12	51	35	21	13	0	97	93	9	17	27	8	585.0
hsa-miR-326	0	0	4	3	405	27	3	39	12	13	16	27	17	0	0	0	2	7	0	0	575.0
hsa-miR-342-5p	16	11	2	0	245	38	0	82	0	56	10	31	20	10	7	0	14	0	33	0	575.0
hsa-miR-483-5p	0	0	0	0	242	0	0	147	0	128	57	0	0	0	0	0	0	0	0	0	574.0
hsa-miR-598-3p	0	0	0	2	482	0	0	27	0	28	13	0	0	0	0	0	14	6	0	0	572.0
hsa-miR-129-5p	0	3	0	0	330	3	0	61	0	72	30	0	2	0	0	0	12	0	57	2	572.0
hsa-miR-125a-3p	4	0	4	5	211	50	0	95	5	43	34	24	26	0	0	0	12	0	56	0	569.0
hsa-miR-501-3p	29	0	0	7	231	37	0	39	0	18	18	30	29	3	0	0	23	0	102	3	569.0
hsa-miR-1304-5p	6	0	0	2	82	59	3	25	11	13	5	53	50	6	2	0	27	4	218	2	568.0
hsa-miR-664a-3p	0	0	0	2	263	28	4	49	7	7	17	33	25	0	0	6	6	0	114	0	561.0
hsa-miR-3178	0	13	4	0	11	25	5	160	11	160	77	10	9	0	10	20	4	2	8	5	534.0
hsa-miR-590-3p	0	0	0	2	358	17	3	23	0	11	4	9	16	0	0	0	0	0	91	0	534.0
hsa-miR-495-3p	6	3	26	39	30	69	11	67	32	67	31	36	39	0	11	5	2	29	11	13	527.0
hsa-miR-181c-5p	0	0	0	2	344	16	2	55	0	15	16	11	15	0	0	0	0	0	34	0	510.0
hsa-miR-200c-5p	0	0	3	0	203	6	0	4	5	5	4	6	6	0	0	0	19	0	233	3	497.0
hsa-miR-32-3p	0	0	3	4	313	12	0	18	0	3	3	8	4	0	0	0	38	0	75	2	483.0
hsa-miR-138-5p	37	14	0	0	223	28	0	21	2	18	10	41	40	3	4	7	2	0	19	0	469.0
hsa-miR-9903	0	0	0	2	207	0	2	2	0	10	2	0	0	0	0	0	2	0	241	0	468.0
hsa-miR-1468-5p	2	0	36	40	6	41	11	107	33	68	18	21	47	0	0	2	0	18	2	11	463.0
hsa-miR-493-5p	81	10	17	41	0	42	11	90	22	46	17	7	18	0	4	9	0	22	0	24	461.0
hsa-miR-543	123	49	15	29	19	13	5	34	14	37	15	6	14	0	23	21	4	13	18	6	458.0
hsa-miR-196a-3p	0	0	0	0	372	5	0	18	0	10	9	0	0	0	0	0	20	0	23	0	457.0
hsa-miR-33b-3p	0	0	0	4	204	6	0	0	4	2	0	0	8	11	0	0	23	0	191	4	457.0
hsa-miR-744-3p	0	0	2	2	209	52	2	20	0	20	10	18	42	3	0	0	18	0	57	0	455.0
hsa-let-7i-3p	0	0	0	0	234	12	5	7	7	7	0	9	13	0	0	0	21	0	137	2	454.0
hsa-miR-199a-5p	0	0	26	25	20	77	11	62	38	18	14	53	74	0	0	0	0	14	2	20	454.0
hsa-miR-499a-5p	0	0	8	3	293	19	3	28	8	20	8	24	11	0	0	0	6	3	13	4	451.0
hsa-let-7f-2-3p	0	0	0	0	275	6	0	17	0	21	15	12	0	0	0	0	26	0	74	2	447.67
hsa-miR-501-5p	2	0	2	2	228	33	0	35	3	31	9	16	27	0	0	0	2	0	56	0	446.0
hsa-miR-432-5p	12	4	18	33	0	59	13	95	23	54	22	27	55	0	2	2	0	14	0	12	445.0
hsa-miR-199b-5p	0	0	26	44	23	64	12	46	33	28	17	48	68	0	0	0	3	18	0	14	444.0
hsa-miR-532-3p	0	0	0	0	336	2	0	19	2	9	2	11	13	0	0	0	0	0	36	0	430.0
hsa-miR-3929	2	4	0	2	278	24	0	48	0	22	18	11	6	0	0	0	2	0	2	0	419.0
hsa-miR-1343-3p	0	0	5	7	88	69	0	5	3	9	2	39	42	90	0	0	33	7	13	0	412.0
hsa-miR-1287-5p	0	0	0	2	226	25	0	34	2	39	15	17	30	3	0	0	9	0	9	0	411.0
hsa-miR-9-3p	0	0	0	0	231	0	4	60	9	22	12	11	2	0	0	0	5	3	49	0	407.99
hsa-miR-335-5p	0	0	5	2	57	88	2	35	9	14	0	80	58	0	0	0	7	2	40	2	401.0
hsa-miR-98-3p	0	0	4	3	134	38	0	62	3	44	18	49	25	0	0	0	0	0	17	2	399.0
hsa-miR-1278	7	0	2	0	124	3	0	4	0	3	0	5	3	5	0	0	54	0	178	0	388.0
hsa-miR-23b-5p	4	3	0	0	255	12	0	12	2	19	6	10	3	8	0	0	37	0	11	0	382.0
hsa-let-7e-3p	8	5	2	2	238	18	0	13	2	17	8	15	7	0	0	2	4	0	38	0	379.0
hsa-miR-301a-5p	0	0	0	0	213	27	0	15	0	10	0	13	11	2	0	0	17	0	58	0	366.0
Hsa-Mir-6529_5p	0	0	19	42	0	56	8	61	29	57	16	31	25	0	0	0	0	15	0	9	364.0
hsa-miR-6529-5p	0	0	19	42	0	56	8	61	29	57	16	31	25	0	0	0	0	15	0	9	364.0
hsa-miR-1843	12	0	0	0	127	43	0	39	0	15	6	31	8	50	0	4	12	0	12	0	359.0
hsa-miR-1306-3p	16	0	0	8	85	43	0	2	4	13	4	29	30	69	0	0	17	4	34	0	358.0
hsa-miR-500a-5p	0	0	0	0	174	12	2	18	3	5	2	10	20	0	3	0	4	0	106	0	358.0
hsa-miR-708-5p	10	19	0	0	189	6	0	58	0	15	14	2	2	0	12	12	0	0	2	0	341.0
hsa-miR-3177-3p	3	0	0	0	182	15	0	8	2	5	6	16	16	3	0	0	9	0	74	0	339.0
hsa-miR-185-3p	5	0	4	4	113	37	2	9	0	14	2	29	16	40	0	0	37	0	26	0	338.0
hsa-miR-205-3p	0	0	0	2	176	16	3	9	4	4	5	24	10	4	0	0	22	0	52	0	331.0
hsa-miR-302b-3p	0	0	0	0	272	0	0	37	0	18	3	0	0	0	0	0	0	0	0	0	330.0
hsa-miR-2355-3p	2	0	0	2	195	16	0	9	2	8	0	9	14	0	0	0	12	2	59	0	330.0
hsa-miR-940	0	0	2	6	176	29	0	18	2	12	20	4	7	0	0	0	14	2	35	0	327.0
hsa-miR-454-5p	0	0	0	6	130	23	0	26	0	4	10	25	21	2	0	0	18	3	58	0	326.0
hsa-miR-9985	0	16	4	3	101	40	1	20	5	20	9	27	36	0	9	6	3	10	11	3	322.83
hsa-miR-301a-3p	2	0	0	0	213	16	0	11	0	9	8	14	15	0	0	0	2	2	26	0	318.0
hsa-miR-6720-3p	0	0	0	0	188	21	0	9	0	7	9	21	21	5	0	0	8	0	21	3	313.0
hsa-miR-487b-3p	0	2	18	20	0	56	18	25	31	24	14	26	48	0	2	0	0	18	0	11	313.0
hsa-miR-486-3p	0	0	0	0	254	4	0	8	0	11	5	0	0	0	0	0	0	0	29	0	311.0
hsa-miR-152-5p	3	0	0	0	236	5	0	0	0	4	0	5	2	7	0	0	6	0	33	0	301.0
hsa-miR-4745-5p	10	2	2	6	14	19	0	4	0	0	4	10	19	180	0	0	21	0	9	0	300.0
hsa-miR-188-5p	0	0	0	0	215	8	0	10	0	15	0	2	4	9	0	0	2	0	34	0	299.0
hsa-miR-1269a	0	0	0	0	28	23	2	9	13	0	4	14	12	14	0	0	0	0	175	0	294.0
hsa-miR-30d-3p	0	0	0	0	143	11	4	5	0	3	6	11	2	0	0	0	7	0	101	0	293.0
hsa-miR-550a-5p	3	3	0	0	93	10	0	9	2	0	2	15	13	6	4	0	39	0	93	0	291.94
hsa-miR-4485-3p	2	6	0	0	64	11	4	80	23	41	35	10	0	2	2	0	0	2	7	2	291.0
hsa-miR-106a-5p	0	0	4	1	106	34	0	15	9	20	7	39	33	0	0	0	0	3	14	4	287.01
hsa-miR-181b-2-3p	0	0	0	0	231	15	0	3	0	5	0	7	9	0	0	0	2	0	15	0	287.0
hsa-miR-548u	3	0	0	0	125	18	0	3	0	3	5	2	4	2	0	0	3	0	114	0	282.0
hsa-miR-4661-5p	21	0	0	0	9	0	0	2	2	0	0	6	0	5	0	0	0	0	230	0	275.0
hsa-miR-548e-3p	2	0	0	0	112	2	0	2	4	0	4	4	0	0	0	3	17	0	124	0	274.0
hsa-miR-374a-3p	0	0	0	2	183	5	0	4	0	0	4	3	4	0	0	0	13	0	55	0	273.0
hsa-miR-708-3p	189	11	0	0	57	0	0	3	0	6	2	2	0	0	0	0	0	0	2	0	272.0
hsa-miR-3187-3p	0	0	0	3	147	16	0	9	6	9	8	0	7	2	0	0	10	0	53	2	272.0
hsa-miR-136-5p	2	0	18	23	0	27	6	41	17	25	11	25	45	0	3	0	0	15	0	7	265.0
hsa-miR-3200-3p	0	0	0	0	176	17	0	7	0	13	4	6	17	0	0	0	4	0	16	0	260.0
hsa-miR-10395-3p	50	0	0	0	104	2	0	5	0	0	3	0	2	16	0	0	38	0	40	0	260.0
hsa-miR-625-5p	0	0	0	0	101	46	0	15	0	11	4	19	35	4	0	2	5	2	13	0	257.0
hsa-miR-382-5p	18	0	6	16	0	33	17	34	34	11	6	22	38	0	2	0	0	9	0	10	256.0
hsa-miR-12135	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	20	0	66	0	255.0
hsa-miR-133a-3p	0	0	14	5	7	37	8	44	32	22	6	31	35	0	0	0	0	6	0	6	253.34
hsa-miR-369-5p	3	10	8	15	5	37	9	59	26	14	4	19	23	0	4	0	0	7	0	4	247.0
hsa-miR-433-3p	0	5	12	40	0	38	12	47	15	24	7	5	19	0	0	0	0	10	0	12	246.0
hsa-miR-579-5p	0	0	0	3	62	3	0	7	2	0	0	0	3	0	0	0	10	0	151	0	241.0
hsa-miR-20b-5p	0	0	1	0	81	57	0	10	1	9	0	35	34	0	0	0	0	1	13	0	240.51
hsa-miR-378b	9	0	3	4	57	36	0	12	0	2	2	12	10	9	0	2	27	2	49	0	236.0
hsa-miR-485-5p	156	7	2	6	2	5	0	10	2	10	2	0	4	0	11	3	0	4	3	2	229.0
hsa-miR-483-3p	0	2	4	3	179	0	0	9	0	18	8	2	2	0	0	0	0	2	0	0	229.0
hsa-miR-1-3p	0	9	0	12	91	18	2	19	6	7	2	15	33	0	0	0	0	2	0	4	220.0
hsa-miR-1270	3	0	0	0	117	0	0	75	0	21	4	0	0	0	0	0	0	0	0	0	220.0
hsa-miR-135b-3p	6	0	0	0	134	14	0	12	0	8	4	7	4	0	0	0	20	0	10	0	219.0
hsa-miR-1226-5p	7	0	0	0	13	83	0	2	2	2	0	50	33	6	0	0	0	0	21	0	219.0
hsa-miR-191-3p	0	2	0	0	103	7	0	9	0	12	0	17	5	0	0	0	3	2	58	0	218.0
hsa-miR-7-1-3p	0	0	0	3	123	12	0	17	0	4	2	13	11	0	0	0	8	0	24	0	217.0
hsa-miR-522-3p	0	0	0	0	144	0	2	11	2	18	12	0	0	0	0	0	0	0	24	0	213.0
hsa-miR-628-3p	0	0	0	0	63	39	0	27	0	17	5	22	39	0	0	0	0	0	0	0	212.0
hsa-miR-301b-3p	0	0	0	0	132	12	0	17	0	12	3	12	20	3	0	0	0	0	0	0	211.0
hsa-miR-331-5p	0	0	2	2	70	28	0	21	4	9	2	23	19	0	0	0	0	4	26	0	210.0
hsa-miR-4508	2	21	0	0	8	2	0	30	12	32	27	0	2	0	24	37	7	2	3	0	208.5
hsa-miR-1271-5p	0	0	5	5	126	17	0	18	0	7	7	7	3	0	0	0	2	0	10	0	207.0
hsa-miR-222-5p	5	0	6	12	69	19	0	9	4	2	11	24	16	6	0	0	0	7	12	2	204.0
hsa-miR-3065-5p	0	0	2	2	100	3	0	21	5	17	4	8	10	0	0	0	2	0	27	0	201.0
hsa-miR-130a-5p	0	0	0	2	71	26	0	0	0	0	0	9	8	0	0	0	14	3	67	0	200.0
hsa-miR-10399-3p	4	0	0	2	7	9	2	0	6	3	0	0	0	16	0	0	24	3	106	2	184.0
hsa-miR-1268b	0	0	0	0	35	0	4	0	0	0	0	2	0	0	0	0	17	0	125	0	183.0
hsa-miR-411-3p	2	2	24	8	0	42	8	22	9	18	8	9	12	0	0	0	0	8	2	6	180.0
hsa-miR-505-5p	0	0	4	0	45	18	0	29	3	20	7	30	15	5	0	0	0	0	3	0	179.0
hsa-miR-4677-3p	11	0	2	0	21	8	0	0	0	2	0	3	14	29	0	0	18	0	70	0	178.0
hsa-miR-509-3-5p	2	0	0	0	152	0	0	15	0	6	2	0	0	0	0	0	0	0	0	0	177.0
hsa-miR-369-3p	0	0	13	9	0	30	9	22	14	8	5	22	27	0	0	0	0	5	2	5	171.0
hsa-miR-5010-3p	0	0	0	0	84	8	0	10	0	3	0	0	2	0	0	0	16	0	46	2	171.0
hsa-miR-1908-5p	0	0	2	0	109	0	0	2	0	7	4	2	3	11	0	0	10	0	21	0	171.0
hsa-miR-3909	0	0	0	0	111	0	0	16	0	7	0	0	0	0	0	0	18	0	16	0	168.0
hsa-miR-3176	0	0	0	2	74	3	0	3	2	3	0	6	11	2	0	0	10	0	51	0	167.0
hsa-miR-210-5p	0	0	0	0	116	0	0	4	0	0	0	2	0	2	0	0	24	0	16	0	164.0
hsa-miR-34b-5p	0	0	0	0	146	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	163.0
hsa-miR-3150a-5p	15	0	0	2	26	7	0	0	2	4	0	0	5	14	0	0	2	0	85	0	162.0
hsa-miR-149-3p	3	0	0	5	22	0	0	0	0	0	0	0	6	7	0	0	14	0	104	0	161.0
hsa-miR-766-3p	0	0	0	0	39	49	0	8	4	6	0	11	15	0	0	0	0	0	29	0	161.0
hsa-miR-26a-2-3p	0	0	0	0	112	7	0	0	0	0	0	4	0	0	0	0	2	0	33	0	158.0
hsa-miR-628-5p	0	0	0	0	66	31	0	12	0	8	2	18	16	0	0	0	4	0	0	0	157.0
hsa-miR-641	0	0	0	0	63	8	0	0	0	8	0	7	5	0	0	0	0	0	58	0	149.0
hsa-miR-29c-3p	0	0	4	2	46	12	0	9	1	1	3	7	9	0	1	0	10	0	42	1	146.35000000000002
hsa-miR-1306-5p	0	0	0	0	74	11	0	19	2	5	0	0	3	4	0	0	0	0	24	0	142.0
hsa-miR-195-3p	2	0	0	0	13	6	0	3	2	2	0	2	2	6	0	0	22	0	82	0	142.0
hsa-miR-1247-5p	0	0	0	0	112	5	0	13	0	10	0	0	0	0	0	0	0	0	0	0	140.0
hsa-miR-204-5p	0	0	4	9	43	12	5	26	11	5	2	8	5	0	0	0	0	4	2	4	140.0
hsa-miR-224-3p	2	0	0	0	77	19	0	13	0	0	0	9	17	0	0	0	0	0	2	0	139.0
hsa-miR-145-5p	0	0	2	6	0	34	3	25	14	5	7	20	20	0	0	0	0	0	0	3	139.0
hsa-let-7a-2-3p	4	0	0	0	67	11	0	0	0	2	0	3	6	0	0	0	19	0	25	0	137.0
hsa-miR-134-5p	38	11	6	5	3	13	0	11	4	12	4	5	4	0	9	10	0	2	0	0	137.0
hsa-miR-1910-3p	0	0	0	0	44	4	0	33	0	29	8	0	3	0	0	0	3	0	8	0	132.0
hsa-miR-582-5p	0	0	0	0	43	19	0	0	3	3	0	24	21	0	0	0	3	0	16	0	132.0
hsa-miR-615-5p	0	0	0	0	84	3	0	8	2	0	9	2	2	0	0	0	0	0	21	0	131.0
hsa-miR-9901	12	0	0	0	36	0	0	0	0	0	2	0	0	0	0	3	29	0	49	0	131.0
hsa-miR-6720-5p	0	0	0	0	68	24	0	8	0	2	0	7	4	0	0	0	0	0	14	2	129.0
hsa-miR-296-3p	45	0	2	5	10	0	0	0	0	0	0	0	0	0	3	0	54	2	8	0	129.0
hsa-miR-551a	0	0	0	0	38	21	0	5	0	0	2	34	19	0	0	0	4	0	4	0	127.0
hsv2-miR-H10	0	12	0	0	3	3	0	4	0	7	6	2	0	3	23	59	2	3	0	0	127.0
hsa-miR-891a-5p	0	0	0	0	31	0	0	49	0	29	17	0	0	0	0	0	0	0	0	0	126.0
hsa-miR-512-3p	0	0	0	0	91	0	0	20	0	11	2	0	0	0	0	0	0	0	0	0	124.0
hsa-miR-767-5p	0	0	4	7	32	3	0	4	0	8	0	0	0	0	0	0	61	4	0	0	123.0
hsa-miR-29c-5p	0	0	0	0	18	2	0	3	0	2	0	13	3	0	0	0	25	2	51	0	119.0
hsa-miR-4466	0	0	2	3	44	5	0	4	0	8	5	2	3	17	3	9	14	0	0	0	119.0
hsa-miR-3912-3p	0	0	0	0	59	11	0	2	0	5	2	6	15	0	0	0	0	0	17	0	117.0
hsa-miR-125b-2-3p	45	0	2	0	29	14	0	5	2	0	0	5	4	4	3	0	0	0	3	0	116.0
hsa-miR-30b-3p	0	0	0	0	65	2	0	0	2	3	2	0	0	0	0	0	0	0	40	0	114.0
hsa-miR-6724-5p	5	0	0	0	36	2	2	0	2	0	0	0	5	0	0	0	2	0	58	2	113.96
hsa-miR-187-3p	0	0	0	4	53	23	0	7	0	5	3	5	13	0	0	0	0	0	0	0	113.0
hsa-miR-2277-5p	0	0	0	0	64	5	0	4	0	0	2	2	7	0	0	0	0	0	27	0	111.0
hsa-miR-7976	0	0	0	0	56	4	0	11	0	0	0	4	3	0	0	0	8	0	25	0	111.0
hsa-miR-3940-3p	4	0	0	2	24	4	2	2	0	2	0	7	7	0	3	0	0	5	49	0	111.0
hsa-miR-6716-3p	5	0	0	0	46	6	0	3	0	0	0	2	4	40	0	0	2	0	2	0	110.0
hsa-miR-410-3p	0	0	7	5	0	22	0	15	7	6	0	22	22	0	0	0	0	2	0	2	110.0
hsa-miR-3935	0	0	0	0	49	18	0	8	0	0	3	6	8	0	0	0	0	3	14	0	109.0
hsa-miR-1283	0	0	0	0	90	0	0	6	0	3	4	0	0	0	0	0	0	0	5	0	108.0
hsa-miR-4446-3p	0	0	0	0	18	27	0	0	0	2	0	26	25	9	0	0	0	0	0	0	107.0
hsa-miR-450a-2-3p	0	0	0	0	79	2	0	13	0	7	3	0	2	0	0	0	0	0	0	0	106.0
hsa-miR-219a-5p	0	0	0	0	83	0	0	3	0	5	0	0	3	0	0	0	0	0	12	0	106.0
hsa-miR-203b-3p	0	0	0	0	54	17	2	3	0	6	2	10	0	0	0	0	0	0	12	0	106.0
hsa-miR-212-5p	7	4	0	0	63	0	0	12	0	7	3	0	0	0	0	0	2	0	7	0	105.0
hsa-miR-16-1-3p	0	0	0	0	30	0	0	2	0	0	0	0	0	0	0	0	16	0	57	0	105.0
hsa-miR-3173-5p	0	0	0	0	21	0	0	3	5	0	2	0	0	0	2	0	0	0	69	2	104.0
hsa-miR-3911	0	0	0	0	53	12	0	10	0	5	3	4	4	10	0	0	2	0	0	0	103.0
hsa-miR-136-3p	6	0	3	10	0	22	2	10	11	6	0	12	9	0	4	0	0	5	0	3	103.0
hsa-miR-378g	0	0	2	0	29	20	0	2	2	2	4	7	10	4	0	0	7	0	14	0	103.0
hsa-miR-664a-5p	4	0	0	0	39	2	0	22	0	8	2	10	2	0	0	0	6	0	6	0	101.0
hsa-miR-3180-3p	3	0	0	0	56	0	0	3	0	4	4	0	0	0	9	4	5	0	9	0	98.12
hsa-miR-1255a	3	0	3	0	52	0	0	8	0	4	2	0	0	0	0	0	21	0	5	0	98.0
hsa-miR-195-5p	0	0	0	0	39	18	0	6	0	0	0	9	5	0	0	0	0	0	19	2	98.0
hsa-miR-4286	0	0	2	0	74	4	0	5	0	2	3	2	3	0	0	0	0	0	2	0	97.0
hsa-miR-412-5p	0	0	8	13	0	15	6	11	6	4	2	10	7	0	0	0	0	8	0	6	96.0
hsa-miR-653-5p	0	0	0	0	55	9	0	14	0	6	3	3	2	0	0	0	2	0	0	0	94.0
hsa-miR-654-3p	20	8	2	2	14	9	0	7	0	14	2	0	2	0	4	3	0	0	7	0	94.0
hsa-miR-105-5p	0	0	9	5	24	4	0	8	0	14	0	2	0	0	0	0	25	0	0	0	91.0
hsa-miR-589-3p	0	0	0	0	11	28	0	3	0	7	2	22	17	0	0	0	0	0	0	0	90.0
hsa-miR-30c-1-3p	0	0	0	0	43	3	2	12	0	0	0	2	5	0	0	0	2	0	21	0	90.0
hsa-miR-514a-3p	0	0	0	0	78	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	88.0
hsa-miR-4516	0	0	2	0	4	10	0	32	0	9	17	4	5	3	0	2	0	0	0	0	88.0
hsa-miR-769-3p	0	0	0	0	60	4	0	4	0	5	2	2	0	0	0	0	4	0	6	0	87.0
hsa-miR-4473	0	0	0	0	53	3	0	3	2	3	2	0	0	4	0	0	4	0	13	0	87.0
hsa-miR-877-3p	0	0	0	0	64	4	0	3	0	0	0	0	0	9	0	0	3	0	3	0	86.0
