name	SRX2956285	SRX2956284	SRX2956287	SRX2956286	SRX2956281	SRX2956280	SRX2956283	SRX2956282	SRX2956289	SRX2956288	SRX2956357	SRX2956356	SRX2956355	SRX2956354	SRX2956353	SRX2956352	SRX2956218	SRX2956219	SRX2956216	SRX2956217	SRX2956214	SRX2956215	SRX2956212	SRX2956213	SRX2956210	SRX2956211	SRX2956442	SRX2956036	SRX2956037	SRX2956034	SRX2956035	SRX2956032	SRX2956033	SRX2956030	SRX2956031	SRX2956440	SRX2956038	SRX2956039	SRX2956368	SRX2956369	SRX2956322	SRX2956323	SRX2956320	SRX2956321	SRX2956326	SRX2956327	SRX2956324	SRX2956325	SRX2956328	SRX2956329	SRX2956148	SRX2956149	SRX2956142	SRX2956143	SRX2956140	SRX2956141	SRX2956146	SRX2956147	SRX2956144	SRX2956145	SRX2956360	SRX2956361	SRX2956139	SRX2956138	SRX2956137	SRX2956136	SRX2956135	SRX2956134	SRX2956133	SRX2956132	SRX2956131	SRX2956130	SRX2956351	SRX2956350	SRX2956069	SRX2956068	SRX2956359	SRX2956358	SRX2956067	SRX2956066	SRX2956087	SRX2956086	SRX2956085	SRX2956084	SRX2956083	SRX2956082	SRX2956081	SRX2956080	SRX2956366	SRX2956367	SRX2956364	SRX2956365	SRX2956362	SRX2956363	SRX2956089	SRX2956088	SRX2956241	SRX2956240	SRX2956243	SRX2956242	SRX2956245	SRX2956244	SRX2956247	SRX2956246	SRX2956249	SRX2956248	SRX2956106	SRX2956107	SRX2956104	SRX2956105	SRX2956102	SRX2956103	SRX2956100	SRX2956101	SRX2956061	SRX2956060	SRX2956063	SRX2956062	SRX2956065	SRX2956064	SRX2956108	SRX2956109	SRX2956409	SRX2956408	SRX2956403	SRX2956402	SRX2956401	SRX2956400	SRX2956407	SRX2956406	SRX2956405	SRX2956404	SRX2956380	SRX2956381	SRX2955993	SRX2956209	SRX2955995	SRX2955996	SRX2955997	SRX2956205	SRX2955999	SRX2956207	SRX2956206	SRX2956201	SRX2956200	SRX2956203	SRX2956202	SRX2956025	SRX2956024	SRX2956027	SRX2956026	SRX2956021	SRX2956020	SRX2956023	SRX2956022	SRX2956384	SRX2956385	SRX2956386	SRX2956387	SRX2956029	SRX2956028	SRX2956382	SRX2956383	SRX2956331	SRX2956330	SRX2956333	SRX2956332	SRX2956335	SRX2956334	SRX2956337	SRX2956336	SRX2956339	SRX2956338	SRX2956159	SRX2956158	SRX2956151	SRX2956150	SRX2956153	SRX2956152	SRX2956155	SRX2956154	SRX2956157	SRX2956156	SRX2956318	SRX2956427	SRX2956098	SRX2956099	SRX2956439	SRX2956342	SRX2956343	SRX2956348	SRX2956349	SRX2956171	SRX2956170	SRX2956379	SRX2956378	SRX2956375	SRX2956374	SRX2956377	SRX2956376	SRX2956371	SRX2956370	SRX2956373	SRX2956372	SRX2956274	SRX2956275	SRX2956276	SRX2956277	SRX2956270	SRX2956271	SRX2956272	SRX2956273	SRX2956278	SRX2956179	SRX2956115	SRX2956114	SRX2956117	SRX2956071	SRX2956111	SRX2956110	SRX2956113	SRX2956112	SRX2956054	SRX2956055	SRX2956056	SRX2956057	SRX2956119	SRX2956118	SRX2956052	SRX2956053	SRX2956188	SRX2956189	SRX2956186	SRX2956187	SRX2956184	SRX2956185	SRX2956182	SRX2956183	SRX2956180	SRX2956181	SRX2956421	SRX2956420	SRX2956423	SRX2956422	SRX2956425	SRX2956432	SRX2956424	SRX2956230	SRX2956231	SRX2956232	SRX2956233	SRX2956234	SRX2956235	SRX2956236	SRX2956237	SRX2956238	SRX2956239	SRX2956426	SRX2956433	SRX2956393	SRX2956392	SRX2956391	SRX2956390	SRX2956397	SRX2956396	SRX2956395	SRX2956394	SRX2956429	SRX2956428	SRX2956399	SRX2956398	SRX2956430	SRX2956304	SRX2956305	SRX2956306	SRX2956307	SRX2956300	SRX2956301	SRX2956302	SRX2956303	SRX2956308	SRX2956309	SRX2956168	SRX2956169	SRX2956164	SRX2956165	SRX2956166	SRX2956167	SRX2956160	SRX2956161	SRX2956162	SRX2956163	SRX2956436	SRX2956018	SRX2956019	SRX2956010	SRX2956011	SRX2956012	SRX2956013	SRX2956014	SRX2956015	SRX2956016	SRX2956017	SRX2956434	SRX2956435	SRX2956092	SRX2956296	SRX2956297	SRX2956294	SRX2956295	SRX2956292	SRX2956293	SRX2956290	SRX2956291	SRX2956298	SRX2956299	SRX2956340	SRX2956341	SRX2956269	SRX2956268	SRX2956344	SRX2956345	SRX2956346	SRX2956347	SRX2956263	SRX2956262	SRX2956261	SRX2956260	SRX2956267	SRX2956266	SRX2956265	SRX2956264	SRX2956043	SRX2956042	SRX2956041	SRX2956040	SRX2956047	SRX2956046	SRX2956045	SRX2956044	SRX2956049	SRX2956048	SRX2956199	SRX2956198	SRX2956195	SRX2956194	SRX2956197	SRX2956196	SRX2956191	SRX2956190	SRX2956193	SRX2956192	SRX2955994	SRX2956208	SRX2956279	SRX2956128	SRX2955998	SRX2956204	SRX2956120	SRX2956121	SRX2956122	SRX2956123	SRX2956124	SRX2956125	SRX2956126	SRX2956127	SRX2956116	SRX2956058	SRX2956059	SRX2956129	SRX2956050	SRX2956051	SRX2956227	SRX2956226	SRX2956225	SRX2956224	SRX2956223	SRX2956222	SRX2956221	SRX2956220	SRX2956229	SRX2956228	SRX2956414	SRX2956415	SRX2956416	SRX2956417	SRX2956410	SRX2956411	SRX2956412	SRX2956413	SRX2956418	SRX2956419	SRX2956431	SRX2956388	SRX2956389	SRX2956090	SRX2956091	SRX2956319	SRX2956093	SRX2956094	SRX2956095	SRX2956096	SRX2956097	SRX2956313	SRX2956312	SRX2956311	SRX2956310	SRX2956317	SRX2956316	SRX2956315	SRX2956314	SRX2956252	SRX2956253	SRX2956250	SRX2956251	SRX2956256	SRX2956257	SRX2956254	SRX2956255	SRX2956258	SRX2956259	SRX2956438	SRX2956173	SRX2956172	SRX2956078	SRX2956079	SRX2956177	SRX2956176	SRX2956175	SRX2956174	SRX2956072	SRX2956073	SRX2956070	SRX2956178	SRX2956076	SRX2956077	SRX2956074	SRX2956075	SRX2956009	SRX2956008	SRX2956007	SRX2956006	SRX2956005	SRX2956004	SRX2956003	SRX2956002	SRX2956001	SRX2956000	SRX2956441	SRX2956437
hsa-miR-607	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-25-5p	119	144	45	37	38	67	31	0	2	80	0	3	2	3	3	0	53	0	18	66	119	83	46	41	5	104	0	11	0	8	14	0	0	4	10	0	16	2	0	0	2	2	0	4	4	3	0	2	3	9	53	4	2	19	27	55	55	19	34	0	4	7	36	0	14	17	11	9	39	21	0	24	0	3	43	0	0	0	17	0	22	10	74	8	69	0	53	17	3	0	6	4	3	9	0	28	43	0	51	31	34	2	0	145	40	58	41	6	56	35	65	0	0	17	0	78	5	11	8	83	20	18	0	0	0	0	0	0	0	0	0	0	0	0	42	80	5	0	3	42	13	57	43	82	0	47	31	0	2	7	0	5	9	0	16	0	0	0	0	10	0	0	0	0	2	0	2	2	0	4	0	4	5	0	32	79	3	17	0	55	20	4	4	0	0	40	36	0	0	4	6	0	84	16	0	0	0	0	0	4	0	0	0	5	81	0	68	21	54	43	0	20	96	112	4	2	2	66	40	3	37	25	0	22	20	61	66	29	25	27	31	81	77	2	2	32	29	60	5	62	0	0	0	0	0	0	0	6	31	43	0	62	21	37	3	32	38	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	20	7	5	3	2	2	18	2	5	31	26	40	44	2	50	60	50	98	16	0	62	0	7	13	0	25	0	27	0	14	0	0	51	5	0	7	2	4	0	8	6	0	2	2	2	36	2	6	2	0	6	47	66	3	125	33	28	6	23	19	13	29	0	0	44	21	6	73	15	13	37	15	28	11	84	61	11	0	63	7	18	16	3	36	15	43	0	10	92	3	20	24	41	68	4	73	4	42	3	81	0	33	19	0	32	37	73	62	51	0	0	0	0	0	0	0	0	0	0	0	0	0	64	11	0	2	13	27	0	47	3	8	0	4	5	0	2	4	34	50	55	10	90	17	3	30	6	29	0	0	55	22	3	23	101	49	49	0	25	53	50	30	27	67	0	0	23	0	2	0	11	2	0	8	9	0	0
hsa-miR-10523-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3178	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0	13	7	3	2	4	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	36	0	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	7	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	2	4	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	19	4	6	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	7	0	0	3	3	0	0	0	7	0	0	0	0	4	0	2	0	0	0	0	4	0	0	0	2	0	2	3	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	3	0	3	0	0	6	2	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-600	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3176	136	14	4	0	13	9	0	0	0	45	2	0	7	0	4	0	23	0	0	5	15	32	18	3	0	3	0	9	0	2	2	0	0	0	0	0	0	0	0	0	6	12	15	11	7	0	0	0	3	0	19	0	0	0	2	27	0	0	2	0	13	0	4	0	0	0	0	2	0	0	0	2	0	16	2	0	3	4	0	0	0	2	50	3	15	0	25	0	8	0	2	19	2	2	0	2	2	0	21	0	0	0	0	45	4	2	19	0	4	6	6	0	0	0	0	28	0	0	0	37	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	66	2	0	0	0	0	4	6	9	0	11	4	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	11	8	3	7	3	6	5	16	2	2	4	28	0	2	0	29	8	0	0	0	0	2	6	0	7	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	76	2	3	2	12	53	0	0	72	65	0	0	0	4	2	0	11	2	0	2	4	26	5	2	0	0	4	18	30	0	0	0	0	44	0	10	0	0	0	0	0	0	0	0	0	9	0	4	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	3	4	16	14	2	0	18	12	0	12	0	7	2	0	20	2	0	18	0	0	5	0	3	0	13	0	2	0	0	69	0	5	4	2	15	5	3	12	2	2	12	23	7	0	34	0	17	11	16	16	0	12	10	2	0	23	2	2	0	0	0	4	0	0	0	0	9	3	0	4	0	62	2	0	0	16	0	0	2	0	7	2	10	0	0	5	0	0	0	16	25	0	0	0	0	0	2	0	15	0	0	17	2	6	49	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	2	0	2	19	0	14	2	16	3	6	15	0	5	0	0	9	20	0	4	7	0	0	0	0	0	0	27	11	0	7	92	19	7	0	0	2	7	11	4	2	0	0	16	0	0	3	2	0	0	8	0	2	0
hsa-miR-510-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3174	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	27	0	0	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	0	13	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	4	0	0	2	0	0	0	9	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0	2	0	0	0	26	0	3	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0
