name	SRX590714	SRX590715	SRX590712	SRX590713	SRX590710	SRX590711	SRX590705	SRX590704	SRX590707	SRX590706	SRX590701	SRX590700	SRX590703	SRX590702	SRX590709	SRX590708	SRX590693	SRX590697	SRX590696	SRX590695	SRX590694	SRX590699	SRX590698
hsa-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0
hsa-miR-487a-5p	58	71	56	40	53	77	83	46	60	49	56	51	31	65	49	73	82	58	76	91	90	61	91
hsa-miR-95-3p	7	2	6	5	67	5	8	8	6	4	14	6	2	6	4	5	2	9	0	4	6	3	16
hsa-miR-6805-5p	0	0	2	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
hsa-let-7e-5p	955	1250	512	339	878	946	912	679	834	647	475	560	477	747	816	578	848	1094	396	1022	799	1187	1167
hsa-miR-7-1-3p	45	49	27	16	55	56	64	34	34	38	42	21	31	35	48	52	64	64	28	42	50	45	59
hsa-miR-124-5p	174	184	296	180	149	184	255	182	201	152	185	161	167	169	197	180	297	238	325	231	265	224	224
hsa-miR-485-5p	0	3	0	0	0	2	0	0	0	0	6	0	0	0	0	0	2	3	0	0	3	0	4
hsa-miR-182-3p	0	0	0	0	9	0	2	2	5	0	0	0	3	0	0	0	0	0	4	2	0	0	0
hsa-miR-508-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-758-3p	49	37	54	20	39	54	38	32	47	30	33	25	29	44	36	34	71	57	38	68	60	56	69
hsa-miR-122b-5p	6	6	4	3	5	18	4	5	16	5	5	4	7	2	8	3	5	9	4	10	7	10	7
hsa-miR-6852-5p	0	3	2	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	2	0	4
hsa-miR-128-2-5p	17	24	15	11	13	9	9	9	27	2	7	16	2	4	6	7	25	17	24	33	25	20	26
hsa-miR-147b-3p	0	0	0	4	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	2	5	0	0
hsa-miR-764	4	0	0	3	0	3	4	4	4	4	2	2	4	2	3	4	3	2	5	2	0	0	3
hsa-miR-363-5p	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0	2	0
hsa-miR-760	20961	24730	34870	22660	15291	17886	24336	16014	22636	16249	19788	24744	14517	16116	17972	18763	32329	36148	41369	29601	36475	22739	27219
hsa-miR-193b-3p	56	43	104	31	120	129	114	102	67	102	95	58	92	109	124	135	101	124	108	96	143	61	86
hsa-miR-218-2-3p	7	8	12	2	8	8	14	12	0	6	2	4	9	3	0	0	10	11	12	13	14	6	4
hsa-miR-939-5p	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1343-3p	212	278	184	154	131	153	266	130	211	129	126	113	82	161	124	122	291	99	218	251	249	241	165
hsa-miR-5193	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-3p	2	0	0	0	9	4	6	3	6	0	4	2	0	0	7	0	2	4	0	5	0	5	2
hsa-miR-146a-5p	2955	3753	4313	2293	4353	4829	5339	4475	3572	3593	4684	3216	3455	3760	4487	4176	4575	5542	4829	4694	5235	3629	4345
hsa-miR-20a-5p	249	272	109	56	454	521	305	339	913	238	284	133	588	346	296	270	202	197	118	254	204	377	309
hsa-miR-1297	0	2	0	0	0	0	0	0	2	1	0	2	0	1	0	2	2	0	0	0	1	1	2
hsa-miR-1294	0	0	0	0	0	2	0	0	32	0	0	0	5	0	0	0	0	0	0	2	0	3	0
hsa-miR-4433b-5p	2	5	2	2	0	0	0	3	3	0	5	5	0	0	2	2	6	3	6	10	2	0	4
hsa-miR-1291	12	12	38	13	22	21	30	16	19	20	29	15	12	13	25	20	23	15	36	23	28	16	15
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
hsa-miR-625-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
hsa-miR-491-3p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-1908-5p	0	7	2	3	8	0	2	0	31	0	2	0	5	0	0	0	2	2	2	2	0	3	0
hsa-miR-32-5p	189	218	151	93	200	187	151	232	284	164	138	166	161	159	230	171	181	246	120	179	188	296	173
hsa-miR-487a-3p	7	10	13	2	17	18	7	16	11	10	10	4	4	11	6	10	8	7	5	7	10	8	17
hsa-let-7e-3p	144	181	82	48	116	168	166	106	133	89	89	104	72	115	105	99	110	89	86	135	108	157	126
hsa-miR-550a-3-5p	0	1	0	0	0	1	1	0	9	0	0	1	2	1	0	0	0	0	0	0	0	2	0
hsa-miR-2277-5p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548j-5p	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8
hsa-miR-3059-5p	2	2	0	4	2	2	0	0	0	2	1	0	0	0	0	3	3	2	2	2	1	4	3
hsa-miR-548o-3p	3	0	0	0	0	5	0	2	27	0	3	7	7	2	0	0	3	3	0	4	2	5	2
hsa-miR-124-3p	31788	42244	46736	27630	37398	47659	52246	38773	38495	36245	35627	36030	32033	36534	45138	38573	50229	53420	48011	47140	55098	43045	46137
hsa-miR-485-3p	3	0	3	0	0	3	0	4	2	0	0	0	0	0	0	0	2	0	0	4	3	4	0
hsa-miR-4742-3p	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	23	14	24	24	20	25	15	15	164	17	12	21	30	22	26	10	25	23	18	29	15	36	18
hsa-miR-1284	0	0	0	0	0	0	0	0	8	0	0	2	2	0	0	0	0	0	0	0	0	0	0
ebv-miR-BART13-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	0	0	0	0	2	4	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2	0
hsa-miR-363-3p	523	560	550	329	492	770	695	595	2750	423	473	492	1198	558	521	516	591	590	531	610	697	598	537
hsa-miR-6765-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-451a	12514	15425	5851	1841	3975	36018	6577	12437	220839	5390	3746	7216	75331	14612	5124	4590	6749	8490	6504	11638	5736	9338	10896
hsa-miR-3187-3p	0	3	0	2	3	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	2	2	0
hsa-miR-514a-3p	17	19	19	7	20	27	27	25	22	15	13	9	19	21	18	19	23	35	17	34	24	20	27
hsa-miR-216b-5p	47	63	60	27	280	79	74	57	47	58	48	48	38	67	74	58	85	61	72	95	100	67	67
Hsa-Mir-599_5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0
hsa-miR-1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-1251-5p	48	44	82	41	70	45	74	64	57	54	79	44	66	44	57	75	79	84	112	61	122	62	44
hsa-miR-378i	8	6	9	0	8	5	15	2	4	10	7	5	4	12	9	0	6	5	7	6	7	4	10
hsa-miR-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
hsa-miR-4433b-3p	7	0	5	0	0	0	0	0	11	0	8	0	0	0	0	2	6	8	10	0	13	3	9
hsa-miR-378g	188	238	404	216	233	243	357	280	270	240	329	219	222	236	232	289	381	441	500	303	431	231	280
hsa-miR-378f	0	2	6	3	0	0	2	0	3	2	4	0	0	2	5	2	3	2	6	2	3	2	2
hsa-miR-378e	8	2	22	8	13	14	10	17	11	5	11	8	12	15	17	10	24	12	16	14	19	16	10
hsa-miR-1270	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-378d	406	420	1029	477	394	542	808	704	626	515	650	384	468	502	515	561	867	624	1167	683	1025	626	488
hsa-miR-9983-3p	2	0	0	0	2	2	2	2	0	0	0	0	2	4	0	2	0	2	2	2	0	4	3
hsa-miR-378c	544	552	1362	676	613	713	1053	999	959	700	905	606	654	692	724	830	1214	921	1650	969	1415	850	727
hsa-miR-433-3p	36381	42855	51270	27801	26093	30448	41952	24444	36842	24911	29695	30489	19196	25444	27425	29823	53991	32613	57100	49694	58192	41653	40273
hsa-miR-378b	29	27	43	16	27	25	31	32	37	22	26	12	18	24	25	38	34	22	42	28	46	31	25
hsv1-miR-H15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-625-3p	13	29	2	10	11	18	0	0	44	0	9	2	15	4	2	0	21	10	2	2	2	6	0
hsa-miR-32-3p	0	4	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2	3	2
hsa-miR-154-5p	214	267	241	142	329	405	297	299	220	267	265	217	254	239	334	298	205	285	205	199	220	213	277
hsa-miR-4772-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
hsa-miR-548j-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-3059-3p	4	0	2	6	8	2	11	6	3	7	2	2	0	2	4	5	6	7	3	6	5	4	15
hsa-miR-125b-5p	37346	46845	42708	25373	19059	25102	31094	17765	39039	18765	16561	35903	14338	18162	20102	19443	47860	23967	38515	42293	46047	38924	37538
hsa-miR-4516	0	0	2	10	2	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	2
hsa-miR-21-5p	41277	50760	47957	31188	62564	64344	65692	68739	59197	50051	52425	36640	49781	52810	68066	53904	59112	60689	43296	61910	64371	61884	53862
hsa-miR-24-1-5p	57	68	43	22	92	64	74	40	63	52	34	56	33	49	71	82	47	65	42	73	54	82	80
hsa-miR-3688-3p	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4513	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1264	48	48	47	26	114	123	100	87	47	62	74	42	71	73	108	84	69	72	60	75	84	59	66
hsa-miR-1262	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273h-3p	0	4	0	2	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	3	2	0	0
hsa-miR-4511	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4510	9	7	3	3	8	9	10	9	6	3	6	1	6	6	5	6	8	11	3	8	3	9	9
hsa-miR-224-5p	17	28	4	33	17	25	21	6	18	13	21	6	4	9	10	11	18	7	18	21	24	12	44
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-500b-5p	1	3	1	0	1	1	3	3	2	3	1	0	1	0	2	2	1	2	0	1	0	1	4
hsa-miR-6515-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-3124-5p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23a-5p	0	5	0	0	5	3	2	3	2	0	0	5	0	3	0	4	2	6	13	0	4	3	5
hsa-miR-195-5p	160	216	124	75	294	279	243	213	178	219	163	125	198	235	240	206	223	244	108	257	211	272	246
hsa-miR-216b-3p	2	0	0	2	10	4	0	0	0	0	0	2	0	0	0	2	0	0	0	2	2	0	4
hsa-miR-218-5p	5255	6462	6099	2791	11565	11713	10225	10760	6877	7518	8778	5091	7764	9032	11336	9528	7172	14034	6532	9670	9311	10232	10764
hsa-miR-4508	33	53	69	39	8	30	35	17	206	25	25	52	48	26	21	21	50	45	96	57	65	59	42
hsa-miR-1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-655-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4504	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-3p	3	2	2	0	2	2	2	0	7	5	0	4	0	0	0	0	0	4	4	0	0	2	3
hsa-miR-1273c	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	2
hsa-miR-30a-5p	28362	31877	36406	21622	40090	42403	49956	36050	28742	32571	37497	25430	29209	36552	40318	37195	42243	53134	35290	44209	44114	35198	45383
hsa-miR-320a-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-3p	40	63	32	15	49	81	75	49	45	51	33	43	24	32	51	50	40	39	19	54	37	40	60
hsa-miR-5001-3p	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-106b-5p	36	58	70	31	61	76	87	81	175	48	73	27	105	64	63	47	79	85	71	98	91	97	73
hsa-miR-4772-3p	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27b-5p	5	11	8	2	10	7	5	9	3	8	14	3	7	2	5	6	9	9	23	10	9	12	10
hsa-miR-548e-3p	2	2	0	3	0	4	2	2	16	0	2	5	6	3	0	2	2	5	3	2	7	7	2
hsa-miR-10395-3p	0	0	2	0	0	2	0	2	3	0	0	0	4	0	0	3	0	0	0	0	0	2	5
hsa-miR-1248	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-199b-5p	28	26	27	10	41	77	67	61	43	42	44	38	35	49	58	39	45	44	37	71	55	41	66
hsa-miR-548n	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0
hsa-miR-21-3p	19	19	56	58	30	19	32	28	49	20	44	31	25	17	6	20	42	41	20	30	26	32	43
hsa-miR-143-5p	36	35	75	26	74	71	92	57	45	80	62	45	41	66	78	72	52	50	79	77	85	60	51
hsa-miR-1246	4	17	16	132	238	2	11	6	31	21	158	25	0	7	4	12	12	220	13	11	13	5	56
hsa-miR-548l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-335-5p	591	806	607	489	800	633	740	857	699	606	712	500	642	757	849	623	802	1085	646	684	875	789	601
hsa-miR-548k	2	0	2	0	0	0	0	3	6	0	2	0	7	0	0	0	0	0	0	4	0	0	2
hsa-miR-224-3p	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-5p	1349	1575	982	499	1904	2330	1810	1506	1244	1351	1334	1009	1296	1586	1961	1478	1373	2081	975	1649	1468	1999	1737
hsa-miR-517a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-219b-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
hsa-miR-34b-5p	5	3	9	1	10	5	9	2	0	7	8	5	3	4	13	3	4	5	5	7	11	5	4
hsa-miR-500b-3p	1	3	0	0	1	0	3	3	1	2	0	2	1	0	2	1	1	0	2	2	2	2	0
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3677-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-23a-3p	3609	4412	2810	1840	5446	7758	5565	4347	3848	3873	4379	3957	3586	4326	5584	4631	3434	6510	2804	4227	4052	4476	4633
hsa-miR-137-5p	259	291	360	227	145	197	286	164	263	167	183	230	142	173	176	189	419	368	426	368	420	307	257
hsa-miR-4755-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3200-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-329-5p	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0
hsa-miR-382-5p	1739	2236	3366	1765	2102	2218	2958	2079	2190	2107	2368	1935	1772	2153	2365	2298	2918	4217	3408	2928	3638	2278	3148
hsa-miR-195-3p	77	85	59	51	117	112	108	58	67	73	61	39	58	93	112	99	64	136	72	117	85	83	109
hsa-miR-129-2-3p	917	1123	1205	717	1221	1329	1435	1170	908	1058	953	821	824	908	1246	1188	1119	983	1153	1036	1196	990	990
hsa-miR-766-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-1304-5p	2	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-655-3p	151	172	129	34	406	402	288	316	163	210	261	112	273	260	359	255	144	180	110	182	173	248	189
hsa-miR-3934-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	539	663	684	327	646	852	808	659	672	580	613	508	489	674	788	690	772	876	618	830	905	834	824
hsa-miR-4446-3p	2	2	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	2	0	4	0	3
hsa-miR-452-5p	41	72	114	77	84	63	118	91	104	80	109	51	59	85	96	92	119	107	156	124	164	83	85
hsa-miR-6859-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-320a-3p	91498	103739	196836	129567	78144	74431	117390	87806	120377	80324	114774	104779	77300	73979	82483	92848	163616	161050	242747	140687	195169	100939	110570
hsa-miR-106b-3p	131	177	233	95	230	290	292	214	449	157	178	173	293	162	160	210	219	303	259	250	256	151	250
hsa-miR-27b-3p	27835	33186	26155	13588	47400	56901	48647	49853	34491	34622	34479	23164	33259	44742	54880	41287	35525	49906	25432	43276	42172	52973	38624
hsa-miR-4685-3p	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-3p	269	296	287	224	362	382	391	374	320	260	266	242	249	287	395	303	356	381	261	379	372	373	328
hsa-miR-138-1-3p	58	67	75	64	146	155	173	103	71	110	113	50	88	130	101	128	76	114	104	80	85	57	112
hsa-miR-330-5p	1151	1467	2286	1198	1191	1433	1994	1272	1441	1195	1336	1344	967	1218	1391	1445	2169	1893	2676	1949	2451	1478	1717
hsa-miR-143-3p	16172	20842	22923	8281	45613	43225	48173	36602	19614	32944	32402	13798	25079	36212	40188	39463	28211	37702	24547	36909	31151	32278	32102
hsa-miR-548ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-335-3p	53	76	31	11	46	61	62	26	51	25	32	43	34	29	47	44	48	54	16	85	61	84	86
hsa-miR-548ab	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-5p	11152	12428	8017	4901	7851	9762	8853	7050	11012	6187	7638	8932	6021	7595	7662	6271	9820	12398	7179	11130	10043	12434	12815
hsa-miR-580-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-135b-5p	20	22	19	11	33	42	23	25	18	23	29	25	20	24	31	27	18	30	17	22	19	38	23
hsa-miR-411-3p	85	109	44	34	86	149	100	52	62	68	57	45	56	90	76	64	70	69	50	95	72	107	111
hsa-miR-219b-3p	0	2	2	2	0	0	3	0	2	0	0	0	2	0	0	0	0	0	4	0	0	0	0
hsa-miR-34b-3p	28	24	22	15	37	30	32	26	17	29	32	16	21	37	25	35	21	33	27	26	29	22	31
hsa-miR-3614-5p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23c	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-5p	100082	110651	130169	79916	78375	95122	112024	87712	124965	77325	79072	115169	72200	80329	98488	85718	152198	139587	143386	144571	170691	136620	122166
hsa-miR-493-5p	4	5	0	0	4	0	0	2	4	0	19	0	0	0	0	3	2	3	4	0	2	0	3
hsa-miR-132-5p	910	1248	1444	731	983	1099	1340	826	1158	916	800	1145	727	908	975	962	1636	1374	1533	1551	1722	1368	1430
hsa-miR-324-5p	25	19	21	11	39	44	30	25	31	24	29	19	31	12	27	24	36	45	37	39	42	19	33
hsa-miR-137-3p	413	461	495	213	606	565	520	583	488	434	563	371	443	517	541	506	585	499	490	546	602	639	453
hsa-miR-877-5p	0	0	0	0	4	0	0	0	13	0	2	0	0	0	0	0	4	2	2	0	0	2	0
hsa-miR-329-3p	2022	2301	1938	1074	1303	1717	1655	1149	1996	1102	1073	1896	959	1090	1408	1306	2118	1365	1759	1904	2118	2110	2111
hsa-miR-382-3p	98	107	87	58	186	153	144	163	96	117	149	41	105	132	154	102	95	112	87	82	110	161	142
hsa-miR-708-5p	196	206	273	117	207	169	243	258	239	176	189	170	130	165	173	160	258	203	273	289	285	260	271
hsa-miR-574-3p	20	22	21	7	27	21	22	15	16	5	13	14	8	13	18	11	13	22	12	23	15	15	25
hsa-miR-766-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	2	0
hsa-miR-1304-3p	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	2	3	4	0	0	0
hsa-miR-6807-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-let-7g-5p	8561	8862	5353	2801	12425	14237	12381	12660	9905	9149	8758	5042	8580	10614	12600	10049	7911	13267	5642	11236	10169	13012	9185
hsa-miR-33a-5p	54	73	101	52	88	89	90	127	120	93	94	50	75	74	79	88	137	104	139	103	164	156	58
hsa-miR-4668-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-16-2-3p	115	160	35	10	62	250	54	99	1592	21	35	90	651	127	37	24	55	44	36	73	80	106	92
hsa-miR-126-5p	2914	3271	2105	1129	4277	5339	3837	3213	3022	2694	2846	2692	2710	3436	4609	3358	2775	3244	1915	3345	3489	3823	3570
hsa-miR-323a-5p	98	148	177	108	49	57	88	35	143	50	57	117	45	54	53	54	176	77	230	155	186	135	90
hsa-miR-19a-3p	41	62	56	30	83	77	65	70	176	48	69	41	103	58	52	52	63	48	53	67	76	74	41
hsa-miR-181a-2-3p	173	262	173	132	118	157	193	114	232	88	98	170	85	84	125	123	207	177	199	226	264	196	185
hsa-miR-3928-3p	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-5100	7	8	6	4	4	3	10	0	8	4	0	2	4	3	9	2	7	4	16	3	19	7	3
hsa-miR-330-3p	3805	4463	5602	3078	3051	3303	4764	3077	4267	3047	3735	3688	2502	3141	2905	3295	5390	5707	6217	5556	6268	4571	5058
hsa-miR-592	79	118	83	49	143	137	121	140	109	87	111	76	121	136	158	119	125	110	101	137	114	139	110
hsa-miR-135a-2-3p	57	96	60	39	84	63	86	61	58	49	56	34	32	58	55	57	62	150	61	81	83	51	83
hsa-miR-135b-3p	7	0	0	2	2	0	5	3	6	0	0	2	3	3	2	0	0	5	7	9	6	4	6
hsa-miR-627-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-181b-3p	37	34	38	44	46	68	36	58	52	26	45	44	31	36	56	43	78	81	74	58	93	71	64
hsa-miR-493-3p	0	2	0	0	0	2	2	3	0	0	13	0	0	0	0	0	0	4	3	0	3	2	0
hsa-miR-132-3p	4420	5223	4522	2009	6447	7457	7295	5690	4487	5313	4935	4590	4630	5637	6413	5710	4744	6072	3775	5634	4893	5052	6510
hsa-miR-511-5p	3	8	11	2	2	0	6	7	7	3	8	8	3	3	2	2	3	5	2	11	6	6	14
hsa-miR-324-3p	197	245	412	177	227	229	364	216	238	192	209	230	194	197	213	257	350	289	472	369	381	225	326
hsa-miR-708-3p	2592	2928	4106	2253	2931	3188	4044	3827	3326	2922	3244	2787	2542	2964	3663	3451	4461	5843	5410	4369	5547	4083	3439
hsa-let-7b-5p	53723	64318	59719	35783	45629	58930	59937	37917	64868	37849	37952	57729	33475	40279	52675	47215	73935	96408	62346	83007	78143	70315	88629
hsa-let-7f-2-3p	104	105	97	36	195	153	171	229	118	130	147	64	108	163	191	161	123	156	80	125	137	173	155
hsa-let-7g-3p	25	39	35	36	28	31	27	38	43	37	23	35	22	22	32	33	46	59	48	46	41	28	43
hsa-miR-33a-3p	2	0	0	0	2	4	2	0	3	4	2	3	3	5	2	2	0	0	0	0	0	0	4
hsa-miR-126-3p	3247	4373	2773	1671	4433	5198	4741	3670	3796	2951	4375	2364	3318	4632	3657	3428	3826	4640	2638	4924	4354	3509	5178
hsa-miR-323a-3p	25257	27381	17837	11483	12815	17802	16492	11026	21667	10281	10081	21106	9197	12537	14218	11752	20386	17614	16221	21621	22492	25605	25003
hsa-miR-505-5p	52	100	36	9	14	34	28	7	54	14	20	39	13	28	18	20	58	26	45	65	44	55	72
hsa-miR-28-5p	67	92	86	43	76	87	91	74	106	61	76	55	49	94	93	78	112	100	83	140	123	99	113
hsa-miR-450a-5p	39	54	59	26	103	127	104	130	65	74	71	37	60	101	131	89	89	90	75	103	90	116	61
hsa-miR-942-5p	0	6	0	2	0	4	2	0	44	0	0	3	7	0	0	0	3	0	0	7	2	2	0
hsa-miR-200a-5p	10	4	15	11	21	10	7	6	4	9	25	8	2	7	4	5	6	21	10	5	6	13	10
hsa-miR-7977	12	10	6	7	4	9	6	2	4	3	0	5	2	2	2	7	12	2	16	12	14	12	6
hsa-miR-7976	2	4	0	0	0	5	3	0	53	0	2	3	11	0	0	0	2	3	0	0	0	2	2
hsa-miR-1-3p	64	92	26	30	286	110	111	144	74	94	78	37	62	89	98	70	91	138	69	99	66	125	68
hsa-miR-4738-3p	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-744-5p	3035	3815	4997	2702	3416	3926	5118	3282	3518	3274	3866	2963	2531	3578	3336	3639	4838	4713	5643	5538	5435	4137	4527
hsa-miR-29a-5p	2	0	8	2	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-1911-5p	6	19	8	10	42	36	53	25	9	20	17	23	21	20	30	27	23	32	8	30	33	23	31
hsa-miR-365a-5p	2	4	7	6	0	8	3	0	7	0	3	0	2	0	4	2	5	10	17	7	11	4	9
hsa-miR-2116-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-1247-5p	0	5	5	3	0	6	5	3	0	9	0	6	0	3	2	4	0	3	7	10	9	0	4
hsa-let-7b-3p	803	930	513	330	716	946	849	573	713	611	513	734	551	607	802	684	599	811	540	709	756	788	933
hsa-miR-598-3p	0	3	0	0	2	3	0	0	12	0	0	0	2	0	0	0	0	0	0	2	0	2	0
hsa-miR-424-5p	60	55	52	42	51	66	59	84	116	48	63	53	50	55	64	39	76	45	46	71	81	85	53
