name	SRX2409152	SRX2409153	SRX2409150	SRX2409151	SRX2409149	SRX2409148
hsa-miR-605-3p	59	28	0	67	27	25	206.0
hsa-miR-487a-5p	69	26	0	14	78	18	205.0
hsa-miR-590-3p	25	23	12	40	33	72	205.0
hsa-miR-660-3p	4	2	51	2	12	133	204.0
hsa-miR-2278	17	20	2	70	54	41	204.0
hsa-miR-125b-2-3p	48	28	0	38	51	39	204.0
hsa-miR-4676-3p	23	15	10	34	50	70	202.0
hsa-miR-450a-2-3p	12	10	30	54	26	67	199.0
hsa-miR-3140-3p	20	59	8	60	28	24	199.0
hsa-miR-3157-3p	7	31	33	24	44	59	198.0
hsa-miR-4688	30	13	0	46	92	15	196.0
hsa-miR-504-5p	64	23	0	30	21	55	193.0
hsa-miR-301a-5p	38	22	13	73	11	33	190.0
hsa-miR-3124-5p	19	31	24	31	34	49	188.0
hsa-miR-6514-5p	27	23	7	44	67	19	187.0
hsa-miR-193b-5p	32	19	71	9	50	5	186.0
hsa-miR-6513-5p	4	4	32	9	19	116	184.0
hsa-miR-627-3p	18	23	15	23	34	67	180.0
hsa-miR-195-5p	29	26	11	15	25	73	178.67000000000002
hsa-miR-6503-5p	0	0	30	0	31	116	177.0
hsa-miR-135a-3p	46	11	2	59	41	18	177.0
hsa-miR-136-5p	35	28	0	14	47	52	176.0
hsa-miR-485-3p	6	8	6	0	64	91	175.0
hsa-miR-3605-3p	44	23	11	27	42	28	175.0
hsa-miR-4659a-3p	23	27	29	26	32	39	174.5
hsa-miR-6780a-5p	18	25	75	23	22	8	171.0
hsa-miR-3143	15	68	5	29	13	41	171.0
hsa-miR-6842-5p	23	14	27	23	52	30	169.0
hsa-miR-1284	11	49	31	5	19	52	167.0
hsa-miR-1255a	7	0	17	133	2	5	164.0
hsa-miR-30c-2-3p	15	12	0	76	21	38	162.0
hsa-miR-6764-5p	28	18	20	42	35	18	161.0
hsa-miR-610	22	37	8	30	24	40	161.0
hsa-miR-3115	30	33	3	74	17	3	160.0
hsa-miR-376a-3p	14	9	0	0	21	115	159.0
hsa-miR-378i	10	2	6	4	17	120	159.0
hsa-miR-3675-5p	9	15	18	47	41	27	157.0
hsa-miR-3190-3p	27	28	7	30	28	33	153.0
hsa-miR-551a	0	2	29	2	11	109	153.0
hsa-miR-616-3p	16	6	12	14	63	40	151.0
hsa-miR-3130-3p	31	28	8	34	25	24	150.0
hsa-miR-6847-5p	29	13	13	47	31	13	146.0
hsa-miR-4772-3p	0	0	15	0	10	121	146.0
hsa-miR-3180-3p	27	35	23	36	16	5	142.12
hsa-miR-377-5p	16	7	0	4	18	97	142.0
hsa-miR-769-3p	18	0	4	38	36	46	142.0
hsa-miR-1288-3p	12	11	21	29	24	43	140.0
hsa-miR-6736-5p	11	12	6	12	77	21	139.0
hsa-miR-4306	10	55	22	25	13	15	139.0
hsa-miR-655-3p	33	12	0	2	17	74	138.0
hsa-miR-3200-3p	8	24	38	14	4	49	137.0
hsa-miR-2355-5p	5	0	17	0	7	107	136.0
hsa-miR-6815-5p	3	58	31	27	11	6	136.0
hsa-miR-6882-5p	5	9	3	14	31	73	135.0
hsa-miR-6772-3p	44	27	5	32	19	7	134.0
hsa-miR-4717-3p	30	3	0	85	2	13	133.0
hsa-miR-3679-5p	67	24	14	11	12	4	132.0
hsa-miR-490-3p	11	4	4	23	10	78	130.0
hsa-miR-2277-3p	6	5	18	10	13	78	130.0
hsa-miR-4755-5p	12	41	15	4	48	6	126.0
hsa-miR-942-3p	12	17	2	12	25	58	126.0
hsa-miR-500b-3p	10	8	3	12	36	56	123.5
hsa-miR-4743-5p	22	14	4	26	54	3	123.0
hsa-miR-128-1-5p	13	5	6	26	23	49	122.0
hsa-miR-556-3p	19	11	18	12	9	51	120.0
hsa-miR-3613-3p	0	0	0	0	17	103	120.0
hsa-miR-873-3p	0	0	27	0	16	76	119.0
hsa-miR-429	7	5	6	14	37	48	117.0
hsa-miR-7851-3p	5	2	3	29	57	21	117.0
hsa-miR-4791	0	0	3	0	28	86	117.0
hsa-miR-496	0	2	0	0	28	87	117.0
hsa-miR-24-1-5p	22	27	6	33	15	15	116.5
hsa-miR-6511a-3p	10	6	0	9	52	39	116.0
hsa-miR-4638-5p	28	18	12	23	23	12	116.0
hsa-miR-6843-3p	20	20	0	21	45	9	115.0
hsa-miR-10a-3p	21	23	2	27	12	29	114.0
hsa-miR-541-3p	17	15	0	3	46	33	114.0
hsa-miR-6802-5p	21	2	5	41	43	2	114.0
hsa-miR-4498	25	7	5	22	40	15	114.0
hsa-miR-5189-3p	8	10	13	30	34	17	112.0
hsa-miR-5009-5p	6	14	34	22	15	21	112.0
hsa-miR-3127-3p	15	17	0	8	62	9	111.0
hsa-miR-597-3p	15	10	10	20	29	27	111.0
hsa-miR-9-3p	6	14	0	24	13	53	110.01
hsa-miR-4440	6	17	34	17	13	21	108.0
hsa-miR-3187-5p	18	6	23	31	11	18	107.0
hsa-miR-676-3p	8	3	41	13	39	2	106.0
hsa-miR-5588-5p	12	16	0	42	25	11	106.0
hsa-miR-6763-5p	26	6	3	14	52	4	105.0
hsa-miR-487a-3p	12	7	0	5	11	70	105.0
hsa-miR-5584-5p	9	5	7	40	24	20	105.0
hsa-miR-1185-2-3p	12	5	0	2	32	55	104.5
hsa-miR-450a-1-3p	5	11	0	43	4	41	104.0
hsa-miR-584-3p	5	5	0	3	4	87	104.0
hsa-miR-194-3p	29	15	3	27	5	24	103.0
hsa-miR-6806-3p	0	14	25	8	19	36	102.0
hsa-miR-7850-5p	2	0	19	2	11	67	101.0
hsa-miR-6850-5p	2	11	2	26	33	27	101.0
hsa-miR-133b	7	7	0	6	36	44	100.33
hsa-miR-371b-5p	2	3	10	10	6	69	100.0
hsa-miR-6767-5p	23	14	7	13	35	8	100.0
hsa-miR-6750-5p	10	42	16	13	6	13	100.0
hsa-miR-6511a-5p	4	25	16	16	25	13	98.40000000000002
hsa-miR-181c-5p	11	0	3	0	2	82	98.0
hsa-miR-556-5p	31	16	0	18	10	23	98.0
hsa-miR-7854-3p	15	21	5	5	18	34	98.0
hsa-miR-3661	16	8	0	16	32	26	98.0
hsa-miR-187-3p	6	2	5	15	26	41	95.0
hsa-miR-4742-3p	5	25	7	22	23	12	94.0
hsa-miR-212-5p	11	7	10	29	21	15	93.0
hsa-miR-1976	11	15	4	2	18	43	93.0
hsa-miR-3164	11	15	11	25	18	13	93.0
hsa-miR-4734	28	5	7	11	34	8	93.0
hsa-miR-193b-3p	3	0	6	0	41	42	92.0
hsa-miR-5193	2	8	0	0	34	47	91.0
hsa-miR-1291	3	5	19	4	19	41	91.0
hsa-miR-933	6	20	14	21	9	20	90.0
hsa-miR-184	10	17	14	34	7	8	90.0
hsa-miR-4662a-5p	7	11	0	5	15	51	89.0
hsa-miR-3940-3p	0	9	14	16	22	26	87.0
hsa-miR-629-3p	12	3	7	8	15	40	85.0
hsa-miR-154-5p	8	4	0	4	10	59	85.0
hsa-miR-3173-5p	18	6	5	10	21	24	84.0
hsa-miR-4667-5p	7	7	21	24	25	0	84.0
hsa-miR-3135a	8	15	5	5	8	43	84.0
hsa-miR-214-3p	3	7	0	3	60	11	84.0
hsa-miR-6130	19	23	2	26	4	10	83.01
hsa-miR-4516	20	46	4	13	0	0	83.0
hsa-miR-4657	7	2	8	6	45	14	82.0
hsa-miR-3150a-5p	8	10	0	15	40	9	82.0
hsa-miR-4654	26	14	4	21	9	7	81.0
hsa-miR-4799-5p	9	0	0	34	21	17	81.0
hsa-miR-455-5p	33	22	0	2	6	18	81.0
hsa-let-7g-3p	6	2	3	3	3	64	81.0
hsa-miR-6513-3p	8	23	0	20	13	17	81.0
hsa-miR-6809-5p	15	16	16	23	9	2	81.0
hsa-miR-181b-3p	0	0	3	3	16	59	81.0
hsa-miR-18b-3p	4	8	32	13	11	12	80.0
hsa-miR-539-3p	12	4	0	2	21	40	79.0
hsa-let-7e-3p	7	12	2	2	36	20	79.0
hsa-miR-1273c	4	4	7	4	19	40	78.0
hsa-miR-5100	30	12	9	19	4	3	77.0
hsa-miR-552-5p	11	7	2	37	12	8	77.0
hsa-miR-301b-3p	8	5	0	2	19	43	77.0
hsa-miR-4755-3p	3	10	3	16	21	23	76.0
hsa-miR-29b-2-5p	10	16	5	19	11	15	76.0
hsa-miR-3146	12	10	0	23	17	14	76.0
hsa-miR-31-5p	0	2	2	4	34	34	76.0
hsa-miR-1197	6	0	0	0	15	55	76.0
hsa-miR-6891-5p	6	3	7	52	6	2	76.0
hsa-miR-658	8	8	9	43	3	3	74.0
hsa-miR-370-5p	8	13	0	0	25	28	74.0
hsa-miR-6884-5p	2	21	30	7	7	6	73.0
hsa-miR-6876-5p	17	10	3	17	16	10	73.0
hsa-miR-365a-3p	2	0	8	1	11	51	72.5
hsa-miR-365b-3p	2	0	8	1	11	51	72.5
hsa-miR-3154	8	3	14	17	6	24	72.0
hsa-miR-205-5p	0	13	22	18	14	5	72.0
hsa-miR-3682-3p	5	21	9	13	17	5	70.0
hsa-miR-3176	2	21	8	4	4	31	70.0
hsa-miR-26a-2-3p	19	5	4	9	11	22	70.0
hsa-miR-4741	13	2	7	16	14	18	70.0
hsa-miR-937-3p	12	9	15	3	20	10	69.0
hsa-miR-6837-5p	10	2	0	10	29	17	68.0
hsa-miR-4647	5	8	25	2	22	6	68.0
hsa-miR-4701-5p	5	7	2	5	24	25	68.0
hsa-miR-4773	0	0	32	8	4	24	68.0
hsa-miR-6810-5p	24	4	4	15	16	3	66.0
hsa-miR-1306-5p	2	0	2	0	34	28	66.0
hsa-miR-4748	14	0	13	12	24	3	66.0
hsa-miR-1249-3p	2	0	0	0	28	36	66.0
hsa-miR-548n	14	9	2	4	12	25	65.5
hsa-miR-624-5p	2	10	11	14	0	28	65.0
hsa-miR-589-3p	5	4	7	0	0	47	63.0
hsa-miR-7113-5p	11	3	11	22	12	4	63.0
hsa-miR-190a-5p	9	8	0	45	0	0	62.0
hsa-miR-1343-3p	12	2	2	4	25	16	61.0
hsa-miR-3155a	2	0	8	0	10	40	60.0
hsa-miR-338-3p	2	6	0	0	9	43	60.0
hsa-miR-6500-3p	27	5	0	15	5	8	60.0
hsa-miR-17-3p	5	0	0	7	11	36	59.0
hsa-miR-4470	7	10	0	3	18	21	59.0
hsa-miR-2276-3p	4	2	2	14	27	10	59.0
hsa-miR-6819-5p	19	6	0	13	14	6	58.0
hsa-miR-544b	14	14	0	0	22	7	57.0
hsa-miR-665	2	5	0	0	17	33	57.0
hsa-miR-6511b-3p	4	2	0	4	27	20	57.0
hsa-miR-125b-1-3p	14	6	7	16	14	0	57.0
hsa-miR-4646-5p	6	13	16	8	12	0	55.0
hsa-miR-5582-3p	2	9	8	13	16	7	55.0
hsa-miR-3609	0	0	0	0	17	38	55.0
hsa-miR-6509-5p	7	6	13	5	7	16	54.0
hsa-miR-582-5p	0	0	0	0	0	54	54.0
hsa-miR-5697	7	5	2	5	7	27	53.0
hsa-miR-1262	0	0	10	2	9	32	53.0
hsa-miR-3934-5p	0	2	0	3	33	14	52.0
hsa-miR-4685-3p	2	11	8	7	11	13	52.0
hsa-miR-943	10	0	3	10	11	18	52.0
hsa-miR-6501-5p	4	5	4	2	5	32	52.0
hsa-miR-6855-5p	2	12	15	8	7	7	51.0
hsa-miR-378b	2	4	0	0	5	40	51.0
hsa-miR-7856-5p	15	5	2	12	6	10	50.0
hsa-miR-6755-5p	4	2	2	2	25	15	50.0
hsa-miR-708-3p	18	3	0	2	12	14	49.0
hsa-miR-3179	3	5	2	17	11	11	48.959999999999994
hsa-miR-4786-5p	16	13	0	7	4	8	48.0
hsa-miR-1276	8	5	10	13	9	3	48.0
hsa-miR-149-5p	6	3	10	6	23	0	48.0
hsa-miR-4479	4	5	10	8	16	5	48.0
hsa-miR-509-3p	8	4	4	6	19	7	48.0
hsa-miR-548t-5p	4	7	2	9	14	11	47.0
hsa-miR-6886-5p	2	0	0	17	22	6	47.0
hsa-miR-10b-3p	7	10	12	0	11	7	47.0
hsa-miR-6751-5p	14	10	0	8	12	2	46.0
hsa-miR-6865-5p	2	0	8	25	9	2	46.0
hsa-miR-323a-5p	11	0	2	3	23	7	46.0
hsa-miR-548a-3p	2	4	2	7	13	17	45.0
hsa-miR-5006-3p	12	5	0	0	16	11	44.0
hsa-miR-548q	4	17	7	11	0	5	44.0
hsa-miR-4797-3p	0	4	6	8	15	11	44.0
hsa-miR-3690	0	0	9	0	8	27	44.0
hsa-miR-3920	5	2	10	7	4	15	43.0
hsa-miR-4804-5p	3	6	12	5	10	7	43.0
hsa-miR-3173-3p	2	6	12	11	4	8	43.0
hsa-miR-20b-3p	4	23	0	4	8	4	43.0
hsa-miR-5698	4	0	0	18	17	4	43.0
hsa-miR-3912-3p	5	6	0	6	0	25	42.0
hsa-miR-7977	6	5	0	5	6	20	42.0
hsa-miR-4642	11	3	0	15	11	2	42.0
hsa-miR-4781-3p	7	2	7	0	2	24	42.0
hsa-miR-6741-3p	0	4	0	0	29	9	42.0
hsa-miR-6770-3p	18	6	4	12	2	0	41.94
hsa-miR-10401-3p	0	2	0	2	11	26	41.04
hsa-miR-4687-3p	9	4	0	10	13	5	41.0
hsa-miR-548u	5	6	11	0	2	17	41.0
hsa-miR-4504	0	16	3	0	3	19	41.0
hsa-miR-152-5p	0	0	2	11	4	24	41.0
hsa-miR-548ag	4	0	0	8	6	22	40.0
hsa-miR-6804-5p	4	10	4	16	3	3	40.0
hsa-miR-365b-5p	0	2	4	0	11	23	40.0
hsa-miR-4443	4	7	12	2	2	13	40.0
hsa-miR-6793-5p	2	4	8	0	24	2	40.0
hsa-miR-598-5p	6	0	0	24	5	4	39.0
hsa-miR-3128	4	10	11	4	2	8	39.0
hsa-miR-616-5p	0	0	4	0	7	28	39.0
hsa-miR-219a-2-3p	0	0	16	6	14	3	39.0
hsa-miR-4742-5p	9	7	0	12	8	3	39.0
hsa-miR-23c	7	3	0	10	1	18	38.33
hsa-miR-1228-5p	2	4	16	0	14	2	38.0
hsa-miR-12114	11	0	5	9	7	6	38.0
hsa-miR-3667-3p	3	0	4	8	11	12	38.0
hsa-miR-6892-5p	9	2	0	19	4	4	38.0
hsa-miR-3161	0	0	8	30	0	0	38.0
hsa-miR-6716-3p	3	0	0	0	27	8	38.0
hsa-miR-4668-5p	4	4	2	6	3	19	38.0
hsa-miR-6505-5p	3	6	0	7	8	14	38.0
hsa-miR-5003-3p	0	18	7	6	4	2	37.0
hsa-miR-147b-3p	0	5	10	2	4	16	37.0
hsa-miR-3131	4	2	4	7	7	13	37.0
hsa-miR-4489	0	5	25	3	2	2	37.0
hsa-miR-329-5p	5	7	4	5	11	4	36.0
hsa-miR-3182	13	9	0	11	0	3	36.0
hsa-miR-2116-3p	3	2	0	2	14	15	36.0
hsa-miR-4497	2	2	2	0	8	22	36.0
hsa-miR-509-3-5p	7	0	6	2	7	13	35.0
hsa-miR-3202	2	2	5	2	21	3	35.0
hsa-miR-378e	0	0	0	0	3	31	34.4
hsa-miR-548ar-3p	3	5	12	2	0	12	34.0
hsa-miR-3121-3p	7	7	4	3	10	3	34.0
hsa-miR-643	6	8	6	0	2	12	34.0
hsa-miR-6827-5p	7	2	4	10	9	2	34.0
hsa-miR-4754	9	0	0	8	15	2	34.0
hsa-miR-6131	5	8	9	9	2	0	33.0
hsa-miR-4676-5p	6	0	0	7	9	11	33.0
hsa-miR-212-3p	0	0	5	0	4	23	32.0
hsa-miR-4707-3p	0	0	5	25	2	0	32.0
hsa-miR-4747-5p	0	8	14	3	7	0	32.0
hsa-miR-449a	2	0	0	4	26	0	32.0
hsa-miR-377-3p	6	7	0	0	11	7	31.0
hsa-miR-3200-5p	2	18	0	4	2	5	31.0
hsa-miR-29b-1-5p	6	0	1	3	13	8	31.0
hsa-miR-141-3p	2	4	2	2	5	16	31.0
hsa-miR-615-3p	0	10	3	11	7	0	31.0
hsa-miR-3944-3p	0	3	12	0	7	8	30.0
hsa-miR-7855-5p	3	7	2	2	8	8	30.0
hsa-miR-4433a-5p	0	0	0	0	4	25	29.0
hsa-miR-5094	0	5	0	6	4	14	29.0
hsa-miR-4753-5p	5	4	5	2	4	9	29.0
hsa-miR-548al	6	14	5	3	0	0	28.0
hsa-miR-3199	2	10	0	5	2	9	28.0
hsa-miR-5695	0	2	9	0	0	17	28.0
hsa-miR-4521	6	0	0	15	0	7	28.0
hsa-miR-6783-3p	0	0	0	4	16	8	28.0
hsa-miR-4710	7	0	0	9	8	4	28.0
hsa-miR-6516-3p	2	10	4	0	2	9	27.0
hsa-miR-4474-3p	16	2	0	0	0	9	27.0
hsa-miR-6511b-5p	1	6	4	4	8	3	26.599999999999998
hsa-miR-432-3p	0	2	0	0	11	13	26.0
hsa-miR-6772-5p	5	2	0	4	11	4	26.0
hsa-miR-6868-3p	0	0	10	14	0	2	26.0
hsa-miR-7110-5p	10	0	0	16	0	0	26.0
hsa-miR-4659b-5p	2	2	0	2	10	10	26.0
hsa-miR-5001-3p	4	4	0	3	2	13	26.0
hsa-miR-4762-3p	5	4	0	4	3	10	26.0
hsa-miR-3192-5p	6	6	0	6	8	0	26.0
hsa-miR-299-3p	4	5	0	3	4	10	26.0
hsa-miR-3617-5p	6	6	0	2	4	8	26.0
hsa-miR-579-5p	8	5	0	5	2	6	26.0
hsa-miR-3180	5	6	4	7	3	1	25.840000000000003
hsa-miR-202-5p	0	0	0	0	25	0	25.0
hsa-miR-3194-3p	0	2	8	11	0	4	25.0
hsa-miR-130a-5p	3	0	5	7	0	10	25.0
hsa-miR-4716-3p	6	0	13	6	0	0	25.0
hsa-miR-4446-5p	0	0	0	2	16	7	25.0
hsa-miR-4664-5p	4	0	19	0	0	2	25.0
hsa-miR-4726-5p	2	14	3	4	2	0	25.0
hsa-miR-7704	0	4	0	6	5	10	25.0
hsa-miR-1179	8	0	0	15	0	2	25.0
hsa-miR-4638-3p	0	3	2	0	15	5	25.0
hsa-miR-4500	5	6	3	8	2	1	24.67
hsa-miR-500a-5p	3	0	0	7	0	15	24.5
hsa-miR-4724-5p	0	0	0	0	0	24	24.0
hsa-miR-380-3p	0	2	0	0	0	22	24.0
hsa-miR-605-5p	2	4	0	2	4	12	24.0
hsa-miR-3677-3p	0	0	3	4	3	14	24.0
hsa-miR-188-5p	4	2	0	0	4	14	24.0
hsa-miR-6818-3p	3	2	0	0	17	2	24.0
hsa-miR-548at-5p	0	0	2	17	0	5	24.0
hsa-miR-4727-3p	0	2	2	0	11	9	24.0
hsa-miR-4436b-3p	7	5	0	2	7	2	23.0
hsa-miR-636	0	9	0	5	3	6	23.0
hsa-miR-3186-5p	0	0	0	4	9	10	23.0
hsa-miR-4437	0	0	9	7	4	3	23.0
hsa-miR-3939	3	8	6	4	2	0	23.0
hsa-miR-4672	0	7	0	0	6	9	22.0
hsa-miR-4690-3p	0	0	3	0	0	19	22.0
hsa-miR-33a-5p	10	5	0	4	0	3	22.0
hsa-miR-4999-5p	4	2	0	2	3	11	22.0
hsa-miR-6759-5p	6	5	0	4	7	0	22.0
hsa-miR-1914-5p	0	0	4	6	0	12	22.0
hsa-miR-548ap-5p	0	2	0	5	5	11	21.5
hsa-miR-6889-5p	2	2	3	2	12	0	21.0
hsa-miR-6781-5p	3	5	11	2	0	0	21.0
hsa-miR-202-3p	0	0	11	0	10	0	21.0
hsa-miR-1277-3p	3	10	0	5	0	3	21.0
hsa-miR-6826-5p	9	2	0	4	3	3	21.0
hsa-miR-885-5p	4	0	2	0	13	2	21.0
hsa-miR-7845-5p	3	0	5	11	0	2	21.0
hsa-miR-4677-5p	2	4	7	2	0	6	21.0
hsv2-miR-H10	2	12	5	2	0	0	21.0
hsa-miR-106a-3p	0	4	0	0	0	17	21.0
hsa-miR-3180-5p	2	0	2	4	7	6	20.970000000000002
hsa-miR-6770-5p	0	4	0	2	6	9	20.97
hsa-miR-3065-5p	7	0	0	10	0	3	20.0
hsa-miR-1229-3p	0	0	0	0	12	8	20.0
hsa-miR-4796-3p	2	2	4	0	6	6	20.0
hsa-miR-4775	0	2	3	7	0	8	20.0
hsa-miR-6502-5p	2	0	0	5	2	11	20.0
hsa-miR-642a-5p	0	0	0	0	3	16	19.0
hsa-miR-5001-5p	0	0	2	3	8	6	19.0
hsa-miR-3137	0	0	0	6	10	3	19.0
hsa-miR-33a-3p	0	0	0	0	0	19	19.0
hsa-miR-9903	0	4	0	2	0	13	19.0
hsa-miR-3685	5	0	0	2	6	6	19.0
hsa-miR-337-5p	2	2	2	0	0	13	19.0
hsa-miR-4749-5p	0	0	7	5	6	0	18.0
hsa-miR-497-5p	2	4	0	3	0	9	18.0
hsa-miR-4660	0	2	0	0	8	8	18.0
hsa-miR-3159	0	0	0	2	11	5	18.0
hsa-miR-4772-5p	0	0	8	0	5	5	18.0
hsa-miR-6787-5p	4	0	0	9	0	5	18.0
hsa-miR-3157-5p	0	0	0	7	0	11	18.0
hsa-miR-3918	2	2	2	5	2	4	17.0
hsa-miR-34b-3p	0	0	0	0	7	10	17.0
hsa-miR-6825-5p	0	0	12	0	5	0	17.0
hsa-miR-6733-5p	0	0	0	0	7	10	17.0
hsa-miR-494-5p	2	0	0	0	10	5	17.0
hsa-miR-3619-3p	0	4	2	2	0	9	17.0
hsa-miR-4655-5p	0	0	2	7	6	2	17.0
hsa-miR-502-5p	0	0	0	13	0	4	17.0
Hsa-Mir-599_5p	0	2	2	0	9	4	17.0
hsa-miR-1193	2	0	0	2	11	2	17.0
hsa-miR-7705	2	0	0	0	7	8	17.0
hsa-miR-4709-5p	3	8	4	0	0	2	17.0
hsa-miR-224-3p	4	0	0	0	6	6	16.0
hsa-miR-1303	4	5	5	2	0	0	16.0
hsa-miR-3163	2	3	2	3	2	4	16.0
hsa-miR-7848-3p	2	0	0	11	3	0	16.0
hsa-miR-7151-3p	4	3	0	0	5	4	16.0
hsa-miR-6747-3p	0	8	0	0	6	2	16.0
hsa-miR-668-3p	5	3	0	0	6	2	16.0
hsa-miR-3942-5p	0	2	0	0	0	14	16.0
hsa-miR-6509-3p	0	0	2	0	10	3	15.0
hsa-miR-6754-5p	4	2	4	5	0	0	15.0
hsa-miR-6832-5p	2	2	3	8	0	0	15.0
hsa-miR-1908-3p	0	0	0	2	4	9	15.0
hsa-miR-18b-5p	4	4	0	0	4	4	14.5
Hsa-Mir-1913_5p	5	0	0	6	0	3	14.0
hsa-miR-4648	6	0	0	0	6	2	14.0
hsa-miR-6847-3p	2	0	0	5	7	0	14.0
hsa-miR-548ay-3p	0	3	4	0	2	5	14.0
hsa-miR-516b-5p	2	7	5	0	0	0	14.0
hsa-miR-5004-3p	2	2	0	7	3	0	14.0
hsa-miR-3149	2	6	3	0	0	3	14.0
hsa-miR-455-3p	6	0	0	0	5	3	14.0
hsa-miR-6875-5p	2	2	6	2	2	0	14.0
hsa-miR-548as-3p	0	2	4	0	0	8	14.0
hsa-miR-885-3p	0	0	4	0	2	8	14.0
hsa-miR-4487	0	0	0	5	2	7	14.0
hsa-miR-186-3p	2	2	0	2	6	2	14.0
hsa-miR-10392-5p	0	0	0	0	10	4	14.0
hsa-miR-6748-5p	6	0	3	0	0	4	13.0
hsa-miR-4659a-5p	2	0	0	0	11	0	13.0
hsa-miR-7847-3p	0	0	11	0	2	0	13.0
hsa-miR-4503	0	3	0	0	2	8	13.0
hsa-miR-6729-5p	0	0	3	0	3	7	13.0
hsa-miR-6851-5p	0	4	0	5	4	0	13.0
hsa-miR-4488	4	2	0	0	7	0	13.0
hsa-miR-3144-3p	4	3	0	2	0	4	13.0
hsa-miR-4466	0	4	2	2	5	0	13.0
hsa-miR-4779	0	2	7	2	0	2	13.0
hsa-miR-1298-5p	0	0	9	0	0	4	13.0
hsa-miR-6861-3p	0	7	0	0	3	2	12.0
hsa-miR-133a-5p	2	0	0	0	2	8	12.0
hsa-miR-552-3p	3	7	0	2	0	0	12.0
hsa-miR-6758-5p	2	2	2	4	2	0	12.0
hsa-miR-551b-5p	4	2	0	4	2	0	12.0
hsa-miR-34c-3p	0	0	2	2	0	8	12.0
hsa-miR-412-3p	0	0	0	0	4	8	12.0
hsa-miR-3122	0	5	3	4	0	0	12.0
hsa-miR-1256	4	0	0	0	0	8	12.0
hsa-miR-4510	2	3	4	3	1	0	12.0
hsa-miR-4753-3p	2	0	0	2	0	8	12.0
hsa-miR-345-3p	0	0	0	0	3	9	12.0
hsa-miR-549a-3p	0	0	0	0	5	7	12.0
hsa-miR-487b-5p	0	4	0	0	6	2	12.0
hsa-miR-4491	2	0	5	0	0	5	12.0
hsa-miR-579-3p	2	0	2	0	0	8	12.0
hsa-miR-301a-3p	0	5	3	0	0	4	12.0
hsa-miR-4767	0	0	0	0	10	2	12.0
hsa-miR-5194	0	3	4	0	4	0	11.0
hsa-miR-6861-5p	0	0	0	0	11	0	11.0
hsa-miR-302a-5p	0	3	3	0	5	0	11.0
hsa-miR-6718-5p	0	0	0	0	0	11	11.0
hsa-miR-6807-5p	0	0	0	0	9	2	11.0
hsa-miR-4482-3p	0	0	2	9	0	0	11.0
hsa-miR-5004-5p	3	0	2	0	4	2	11.0
hsa-miR-3944-5p	0	0	0	0	7	4	11.0
hsa-miR-1910-3p	0	0	7	2	0	2	11.0
hsa-miR-3186-3p	0	0	0	4	0	7	11.0
hsa-miR-1266-5p	0	0	0	2	7	2	11.0
hsa-miR-514a-3p	0	0	8	0	0	3	11.0
hsa-miR-6820-5p	2	0	0	9	0	0	11.0
hsa-miR-6799-5p	2	0	0	0	9	0	11.0
hsa-miR-4449	3	0	0	6	2	0	11.0
hsa-miR-3916	0	0	0	0	2	8	10.0
hsa-miR-3911	4	0	4	0	2	0	10.0
hsa-miR-664b-3p	0	0	0	0	0	10	10.0
hsa-miR-1287-3p	2	0	4	0	0	4	10.0
hsa-miR-3196	2	0	0	6	0	2	10.0
hsa-miR-365a-5p	0	2	4	0	2	2	10.0
hsa-miR-3148	0	0	7	0	0	3	10.0
hsa-miR-4701-3p	2	0	0	2	6	0	10.0
hsa-miR-508-3p	2	0	2	0	6	0	10.0
hsa-miR-1827	3	2	0	3	1	1	10.0
hsa-miR-4421	0	0	0	0	0	10	10.0
hsa-miR-16-1-3p	2	0	4	0	0	4	10.0
hsa-miR-183-3p	0	4	0	0	4	2	10.0
hsa-miR-6724-5p	0	0	0	2	6	2	9.800000000000002
hsa-miR-3074-3p	0	4	0	3	0	2	9.0
hsa-miR-765	0	2	0	3	0	4	9.0
hsa-miR-548p	0	0	0	0	0	9	9.0
hsa-miR-7843-5p	2	0	0	0	2	5	9.0
hsa-miR-570-3p	0	0	6	0	0	3	9.0
hsa-miR-8072	0	0	0	7	0	2	9.0
hsa-miR-449c-5p	0	2	0	7	0	0	9.0
hsa-miR-3130-5p	0	0	0	3	2	4	9.0
hsa-miR-4482-5p	0	0	0	9	0	0	9.0
hsa-miR-5090	2	3	0	2	2	0	9.0
hsa-miR-3165	0	0	0	2	0	7	9.0
hsa-miR-7114-5p	2	0	2	5	0	0	9.0
hsa-miR-6777-5p	2	0	5	0	2	0	9.0
hsa-miR-6818-5p	0	2	0	0	2	5	9.0
hsa-miR-4765	3	0	0	2	0	4	9.0
hsa-miR-6505-3p	0	0	0	0	6	3	9.0
hsa-miR-214-5p	0	3	0	2	2	2	9.0
hsa-miR-4706	5	0	0	0	0	4	9.0
hsa-miR-548ab	1	2	0	0	1	5	8.5
hsa-miR-122-3p	0	5	0	0	3	0	8.0
hsa-miR-503-3p	0	0	0	3	0	5	8.0
hsa-miR-216b-5p	2	0	0	0	6	0	8.0
hsa-miR-4689	0	0	5	0	3	0	8.0
hsa-miR-4639-5p	2	0	0	3	0	3	8.0
hsa-miR-4761-3p	2	0	0	2	0	4	8.0
hsa-miR-4485-3p	0	0	0	6	2	0	8.0
