name	SRX1158749	SRX1158748	SRX1158761	SRX1158760	SRX1158767	SRX1158766	SRX1158765	SRX1158764	SRX1158769	SRX1158768	SRX1158747	SRX1158746	SRX1158763	SRX1158824	SRX1158810	SRX1158816	SRX1158822	SRX1158811	SRX1158798	SRX1158799	SRX1158796	SRX1158797	SRX1158794	SRX1158795	SRX1158792	SRX1158793	SRX1158790	SRX1158791	SRX1158762	SRX1158774	SRX1158813	SRX1158812	SRX1158815	SRX1158814	SRX1158817	SRX1158775	SRX1158819	SRX1158818	SRX1158823	SRX1158776	SRX1158821	SRX1158758	SRX1158759	SRX1158778	SRX1158779	SRX1158752	SRX1158753	SRX1158750	SRX1158751	SRX1158756	SRX1158757	SRX1158754	SRX1158755	SRX1158772	SRX1158777	SRX1158773	SRX1158771	SRX1158820	SRX1158803	SRX1158789	SRX1158788	SRX1158770	SRX1158784	SRX1158787	SRX1158786	SRX1158781	SRX1158780	SRX1158783	SRX1158782	SRX1158802	SRX1158785	SRX1158800	SRX1158801	SRX1158806	SRX1158807	SRX1158804	SRX1158805	SRX1158808	SRX1158809
hsa-miR-1268b	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7706	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7704	0	0	0	0	4	0	17	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-3p	53	0	0	0	0	0	0	0	4	0	0	0	333	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	10	0	0	207	389	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-379-3p	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-136-5p	133	0	0	5	0	16	17	0	8	2	2	17	7	2	0	0	0	0	0	12	0	0	2	5	0	58	0	7	3	2	0	0	0	0	0	3	0	0	0	0	0	3	3	0	259	442	0	0	10	0	0	6	0	416	0	2	283	6	4	3	0	0	0	0	0	0	9	422	2	0	7	2913	9	3	0	0	4	0	729
hsa-miR-331-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-5p	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-299-3p	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-342-5p	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	175	0	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	77	0	0	0	0	0	0	0	0
hsa-miR-16-5p	34	105	834	263	25	414	656	192	20	100	192	317	116	1144	549	707	0	1015	18	27	3621	22	30	1513	36	5215	5414	2229	15	467	241	1112	834	0	834	868	364	2	105	2699	730	245	181	275	228	259	467	169	840	2878	240	390	314	688	39	255	511	555	28	3756	26	28	24	3202	45	810	182	23	389	2	1205	2765	3827	383	377	1069	2536	2	22
hsa-miR-92b-3p	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-935	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-934	0	0	680	0	187	2	2	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	0	268	0	0	0	320	0	0	0	80	4	2	4	0	0	0	0	0	13	0	0	238	4	5	0	597	297	0	0	0	0	0	0	0	0
hsa-miR-182-5p	0	0	0	0	2	0	21	7	0	147	74	0	109	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	266	196	2	0	0	2	0	3	23	0	2	404	0	0	0	0	2	0	0	0	0	0	0	0	361	0	0	176	0	0	0	0	0	0	0	0	0	2	2	0	0
hsa-miR-499a-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4508	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	21	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1275	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181d-5p	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	2	0	2	0	0	4	0	0	0	3	0	0	1	0	2	0	776	0	0	0	282	0	0	0	4	0	0	0	0	0	3	4	0	3	4	0	0	0	70	0	2	3	0	0	0	0	0	142	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-129-1-3p	3	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	217	118	0	0	0	2	0	0	6	0	0	0	0	0	3	91	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1
hsa-miR-6877-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7e-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-3p	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-5p	9	0	0	420	4	2	5	0	248	0	10	0	0	0	2	2	0	0	0	0	1719	83	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	7	0	0	2	680	0	0	2	0	0	3	0	155	0	0	0	0	0	0	0	5	5	2	0	1947	4	0	0	0	0	0	0	0	0	0	126	0	4	0	0
hsa-miR-496	0	0	0	0	0	0	5	0	0	0	0	2	0	0	504	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	3
hsa-miR-106a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-10401-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-5p	0	0	0	0	0	0	26	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10a-5p	16	103	540	0	105	228	104	3	110	2	5	2	0	0	0	0	0	218	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	84	0	352	138	7	3	229	4	3	0	74	0	89	2	0	0	5	2	378	0	4	0	131	0	0	0	0	179	0	0	2	3	0	0	0	7
hsa-miR-151a-3p	0	132	912	0	352	37	69	0	168	395	371	0	6	5	0	262	0	0	2729	0	8	3	0	0	1336	0	0	7	247	95	2	4	0	0	0	0	0	5	0	899	0	9	0	134	0	3	250	0	2	1660	6	0	0	661	5	45	11	0	35	5	0	0	158	17	2	233	2	10	2	0	763	4	2	0	0	2	1571	0	0
hsa-miR-140-3p	18	5	25	0	209	484	8	5	354	389	0	61	250	0	8	0	0	6	0	0	0	2	0	0	0	0	1748	1041	145	261	0	0	4	0	0	0	0	0	2	527	0	5	0	2	0	73	4	43	393	632	2	6	4	163	0	588	15	0	0	12	0	346	2	0	424	152	87	2	0	0	2	0	0	270	413	0	0	0	4
hsa-miR-5187-5p	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-93-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-5p	0	0	0	0	0	4	0	0	0	0	0	120	0	0	0	330	0	0	0	0	8	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-369-3p	12	2	0	0	0	2	14	0	0	0	2	137	0	2	0	7	2	0	0	0	3148	0	2	1437	0	41	0	2	10	5	0	0	3	0	0	11	0	0	0	10	0	2	0	0	0	0	493	8	11	3	0	164	4	0	0	0	36	0	0	14	0	4	0	0	0	0	0	46	6	4	20	0	0	0	0	0	6	0	0
hsa-miR-126-5p	114	233	0	4	4	21	7	2	5	665	86	11	0	0	0	0	0	8	0	0	0	0	8	2680	1148	16	10	2390	2	2	0	0	6	2	0	0	0	0	0	0	0	9	0	0	0	4	5	8	220	2	0	601	5	6	0	0	277	285	0	32	3283	6	0	9	23	0	2	0	0	0	7	2	0	518	2	0	0	11	0
hsa-miR-485-5p	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-412-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-31-5p	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	83	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-484	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	6	0	0	0	0	2053	0	0	0	2	8	1147	0	0	0	141	0	0	0	0	0	0	0	0	268	0	0	0	0	110	6	0	10	0	67	0	84	0	2	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30c-5p	593	577	563	40	401	1362	201	724	613	474	547	940	260	101	1926	223	4	814	5262	9	1534	16	8624	4964	20	7259	1323	2022	527	530	1353	1790	19	21	4	471	0	725	666	1260	919	422	18	626	13	451	980	116	66	1041	288	773	1090	456	294	738	1409	2	2999	3257	4532	632	806	495	6830	297	657	244	857	1271	605	692	2964	1208	9	1179	25	687	869
hsa-miR-495-3p	11	0	0	0	0	0	3	10	4	0	0	2	511	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	321	0	0	0	8	0	4	0	0	0	0	0	2	0	201	2	0	0	0	0	0	8	4	0	0	4	0	0	0	0	7	338	0	0	0	0	0	2	0	0	0	2
hsa-miR-136-3p	0	81	0	2	0	0	10	0	3	0	4	0	248	0	0	0	0	0	0	0	0	0	0	916	0	6	0	5	4	0	2	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	5	0	0	4	7	0	0	7	5	0	4	4	0	2	0	0	0	0	0	6	3	0	5	2	0	0	0	0	0	0	0
hsa-miR-502-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	182	0	0	0	57	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-342-3p	0	0	5	0	0	0	0	0	0	0	20	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	5	5	0	0	0	4	234	55	0	0	0	51	63	0	71	30	0	3	0	3	0	0	0	0	1247	4	0	0	0	0	0	0	0	3	180	0	6	0	2	0	0	0	0	0	0
hsa-miR-199b-3p	0	1	0	81	103	34	1	1	1	0	0	5	5	0	0	19	0	0	0	0	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	95	0	8	0	60	0	160	3	0	4	3	0	0	0	4	1	1	4	0	1444	0	0	0	0	0	304	1	0	104	1	1	0	0	0	44	76	1	8	0	0
hsa-let-7f-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-182-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-937-3p	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsa-Mir-3059_5p	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7f-5p	1521	1181	1096	706	1848	1931	539	881	2561	1354	668	1853	837	1196	1161	1437	1200	41	3455	42	7921	9	9550	8132	2538	7960	11447	9332	725	1426	1473	902	1254	2130	12	601	11	1157	1115	4916	789	801	22	630	224	2127	422	1405	988	3170	19	1815	1060	3457	12	1978	1356	1497	1611	13131	3951	2063	1682	4089	3736	1936	21	1658	886	4737	1272	18	761	2571	33	3915	59	5124	1175
hsa-miR-363-3p	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-338-3p	2	2	10	0	128	0	14	9	0	58	55	0	12	0	0	0	303	0	2	0	5	0	3	0	3	1867	1019	2	0	4	0	0	0	0	0	3	0	160	0	132	0	10	0	2	0	4	5	5	143	14	0	6	174	0	5	6	120	0	1257	4	2	3	134	0	0	5	3	4	0	8	319	0	0	0	2	2	0	0	491
hsa-miR-4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-5p	0	367	0	0	0	5	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	2305	0	0	6	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-210-3p	18	68	4260	188	1836	183	9388	56	138	1112	1242	110	348	4111	0	2904	1978	15	4	0	4055	8	623	0	5	3	0	11	1554	323	12	6	6	6	328	11	3	20	2	8204	2125	136	6	462	11	95	102	92	79	7457	118	8	11	2291	30	314	43	80	40	0	530	83	1309	9	0	4377	52	54	1714	1738	4155	17	844	3	641	2	7363	2	7
hsa-miR-125a-5p	14	117	124	2	192	208	99	54	328	204	465	22	122	2	704	220	0	2	4	578	1034	2	1810	4	681	16	10	1122	2	133	397	9	318	188	2	187	3	0	388	456	485	26	0	448	0	561	14	206	10	689	0	166	5	292	2	202	161	0	1632	1080	15	120	131	1015	2244	304	2	520	2	0	101	5	7	91	5	423	654	2	3
hsa-miR-10a-3p	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-221-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2115-5p	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-5p	0	0	4	3	8	0	0	2	0	179	4	0	0	0	0	0	0	637	0	0	0	0	3	0	0	0	0	2	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	7	212	0	2	0	0	0	2	2	0	0	0	4	3
hsa-miR-590-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-21-5p	2587	2581	24385	393	18082	4150	3729	985	6874	13148	7993	881	1547	4946	1324	8838	3062	3044	18727	45	37756	5149	9198	869	5936	16338	16588	7943	7867	2339	4284	5027	876	2574	1514	1283	3799	2961	422	71178	7196	2812	306	3858	1793	5485	4493	1310	677	78924	791	1204	289	32858	3229	3769	2478	1620	7790	15938	4035	1679	7179	8931	12663	5432	772	3710	3674	8932	12508	62	12686	634	1835	10839	13067	2971	3428
hsa-miR-485-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-3p	27	518	4	3	700	1345	216	147	22	1365	47	726	35	3	10	0	2	1560	2	7	0	5	26	1466	642	881	1506	4110	9	435	1558	9	3	2622	0	434	0	0	2	6	3	2	3	387	145	213	101	32	588	119	185	186	85	204	5	316	883	0	3717	1323	55	83	123	9	10386	407	128	21	0	6	271	0	0	5069	8	3	4	1025	345
hsa-miR-217-5p	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
