name	SRX3432753	SRX3432752	SRX3432751	SRX3432750	SRX3432748	SRX3432749	SRX3432755	SRX3432754	SRX3432746	SRX3432747	SRX3432758	SRX3432757	SRX3432760	SRX3432759	SRX3432756
hsa-miR-3910	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-3p	5	4	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-6729-5p	17	4	0	0	0	0	0	4	0	14	0	2	0	0	0
hsa-miR-6782-5p	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
hsa-miR-3116	5	0	0	0	0	0	0	0	0	0	2	0	0	2	0
hsa-miR-3115	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-95-3p	161	192	37	26	0	0	38	93	12	8	75	4	13	5	80
hsa-miR-6805-5p	10	8	0	7	0	7	2	9	0	8	2	0	4	2	2
hsa-let-7e-5p	10056	4236	2252	37	0	0	890	3981	30	17	1189	386	565	1416	1344
hsa-miR-7-1-3p	92	204	8	0	0	0	16	60	0	0	45	2	13	13	16
hsa-miR-3664-3p	58	88	4	0	0	0	2	23	0	0	15	0	2	0	19
hsa-miR-485-5p	0	0	0	41	0	91	0	0	97	225	0	0	2	0	0
hsa-miR-182-3p	14	16	0	0	0	0	0	12	0	3	0	0	0	0	6
hsa-miR-561-5p	17	46	19	0	0	0	8	9	0	0	3	0	2	0	54
hsa-miR-3909	30	35	3	4	0	0	2	12	0	0	20	0	2	8	6
hsa-miR-205-3p	2	8	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-758-3p	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0
hsa-miR-6852-5p	0	4	0	27	0	16	0	4	3	206	0	0	0	0	0
hsa-miR-518b	63	2	0	0	0	0	0	0	0	2	7	2	0	4	0
hsa-miR-6741-3p	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0
hsa-miR-147b-3p	342	140	113	6	0	19	94	163	0	100	44	49	73	27	270
hsa-miR-363-5p	0	0	0	14	0	0	0	0	0	37	0	0	0	0	0
hsa-miR-3187-5p	2	0	0	0	0	2	0	0	0	3	0	0	0	0	2
hsa-miR-760	84	45	4	30	0	22	21	42	0	261	24	5	15	6	20
hsa-miR-193b-3p	8102	10604	1410	7	0	0	1645	4079	0	20	2705	804	873	1785	4263
hsa-miR-939-5p	12	0	0	57	3	267	0	2	10	243	0	2	4	0	0
hsa-miR-1343-3p	3	3	0	6	0	0	0	0	0	42	0	0	0	0	4
hsa-miR-5193	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-374a-3p	3574	908	429	8	5	0	530	365	0	9	98	47	260	128	808
hsa-miR-6730-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-146a-5p	177120	101826	37954	1696	59	140	74463	96873	265	4440	59313	32206	37304	11526	148408
hsa-miR-20a-5p	5803	12308	2524	574	15	0	2791	4284	34	151	3123	461	459	274	6252
hsa-miR-5190	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-1297	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4433b-5p	0	0	0	136	8	0	0	0	9	30	0	0	0	0	0
hsa-miR-1294	8	0	0	9	0	3	0	4	8	43	4	0	0	0	2
hsa-miR-1291	6	7	13	5	0	2	7	11	0	23	0	0	0	0	8
hsa-miR-1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-3065-5p	56	171	8	0	0	0	16	78	0	0	37	0	2	11	55
hsa-miR-2114-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-625-5p	7	22	2	3	0	0	0	5	0	13	4	0	0	2	2
hsa-miR-1908-5p	0	0	0	108	6	23	0	0	9	352	0	0	0	0	0
hsa-miR-6724-5p	2	5	0	0	2	0	0	9	0	4	0	0	0	0	0
hsa-miR-32-5p	1202	2354	1494	20	0	0	1020	508	0	11	185	44	52	14	2020
hsa-miR-5188	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-let-7e-3p	33	51	5	0	0	0	4	10	0	0	23	0	4	11	10
hsa-miR-550a-3-5p	18	12	0	10	0	0	3	4	0	58	5	0	0	5	1
hsa-miR-4474-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
hsa-miR-4661-5p	4	2	0	0	0	2	0	0	0	4	3	0	3	2	0
hsa-miR-2277-5p	22	67	2	0	0	2	8	16	0	21	18	2	6	4	22
hsa-miR-548j-5p	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-548o-3p	168	74	19	14	4	0	45	83	0	29	25	13	23	23	34
hsa-miR-485-3p	0	0	0	0	6	0	0	0	15	5	0	0	0	0	0
hsa-miR-1289	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
hsa-miR-6887-5p	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	0	0	2	38	0	6	6	0	4	43	0	4	0	0	2
hsa-miR-4742-3p	8	4	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-508-3p	5	2	4	0	0	0	0	2	0	0	0	0	3	0	2
hsa-miR-561-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-1284	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-4533	6	2	0	0	0	0	0	0	3	13	0	0	0	2	0
ebv-miR-BART13-5p	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0
hsa-miR-6852-3p	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0
hsa-miR-4655-5p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-196b-5p	181	445	204	10	0	0	133	143	0	15	102	43	66	14	156
hsa-miR-363-3p	60	101	14	1161	81	44	86	65	74	2166	10	23	13	15	74
hsa-miR-6765-5p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-451a	126	67	7	120981	3244	1695	36	41	8873	83898	30	14	176	33	64
hsa-miR-3187-3p	0	0	0	4	0	11	0	0	0	41	0	0	0	0	0
hsa-miR-216b-5p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514a-3p	18	21	4	0	0	0	18	6	0	0	5	3	9	0	7
hsa-miR-891a-5p	2	5	0	0	0	0	0	0	0	12	0	0	0	0	0
hsa-miR-4649-5p	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Hsa-Mir-599_5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-3p	2	13	2	0	0	0	6	4	0	0	22	5	0	0	4
hsa-miR-20a-3p	19	34	3	0	0	0	2	8	0	0	3	0	0	0	10
hsa-miR-1278	13	27	3	8	0	0	5	8	0	4	0	0	3	0	4
hsa-miR-4526	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-4525	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0
hsa-miR-1276	26	9	2	0	0	0	0	5	0	0	0	4	0	4	4
hsa-miR-1275	0	0	2	0	15	0	0	4	0	5	0	0	0	0	0
hsa-miR-1251-5p	24	11	2	0	0	0	2	22	0	0	3	0	0	0	15
hsa-miR-378i	100	53	30	0	0	2	39	33	0	30	27	0	18	25	30
hsa-miR-4433b-3p	0	0	0	809	4	123	0	0	231	916	0	0	0	0	0
hsa-miR-378h	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-378g	857	406	199	0	0	37	245	384	0	131	178	57	179	200	340
hsv1-miR-H2-3p	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-6759-5p	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
hsa-miR-4521	0	4	0	0	0	0	2	2	0	0	5	0	0	0	0
hsa-miR-378f	91	48	28	0	0	2	24	37	0	3	13	0	10	12	48
hsa-miR-378e	164	66	70	0	0	0	69	47	0	2	22	4	27	22	280
hsv1-miR-H18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
hsa-miR-1270	13	2	0	0	6	3	0	8	7	14	0	0	0	0	3
hsa-miR-378d	4481	2349	1005	8	2	106	1669	1706	1	286	669	270	618	702	2075
hsa-miR-9983-3p	232	368	33	0	0	0	28	85	0	0	27	3	15	14	180
hsa-miR-378c	15669	8686	3540	31	18	254	5287	6464	7	755	3061	873	2347	3011	7723
hsa-miR-433-3p	0	0	0	30	0	18	0	0	28	66	0	0	0	0	0
hsa-miR-3065-3p	3	19	0	0	0	0	3	9	0	0	0	0	0	2	5
hsa-miR-378b	121	63	31	0	0	3	20	41	0	8	10	0	13	13	36
hsv1-miR-H15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-625-3p	96	204	33	288	5	0	30	140	70	28	66	10	13	11	79
hsa-miR-1908-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-32-3p	71	106	37	2	0	0	38	38	0	0	14	0	16	4	42
hsa-miR-5001-5p	15	0	2	0	0	0	0	0	0	12	0	0	2	0	0
hsa-miR-4772-5p	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	0	3	0	0	0	0	0	3	0	0	0	0	2	0	0
hsa-miR-4777-3p	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-3150b-3p	2	4	0	4	0	20	0	0	0	40	0	4	2	0	7
hsa-miR-548e-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	28	16	0	0	0	0	6	7	0	3	2	2	0	2	24
hsa-miR-548j-3p	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
hsa-miR-6829-5p	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0
hsa-miR-125b-5p	5921	17517	1798	280	8	41	4111	7801	57	599	11858	1689	3133	3331	3233
hsa-miR-6882-5p	11	2	0	0	0	0	0	7	0	2	0	0	0	0	2
hsa-miR-21-5p	301190	476075	216409	22626	216	398	206344	209508	3325	18741	70279	37640	35142	21367	344673
hsa-miR-4516	18	45	33	0	2	0	29	58	4	27	21	13	13	6	50
hsa-miR-24-1-5p	143	519	92	3	0	0	131	303	3	0	186	35	40	9	64
hsa-miR-3688-3p	65	34	0	0	0	3	2	14	0	3	4	0	4	2	23
hsa-miR-4511	0	3	0	0	0	11	0	0	0	21	0	0	0	0	0
hsa-miR-1273h-3p	6	37	0	35	0	18	2	6	26	172	0	0	0	3	2
hsa-miR-1262	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1292-5p	24	35	2	41	5	41	3	50	4	276	15	0	0	12	15
hsa-miR-4510	57	33	0	0	0	0	5	19	0	0	4	2	8	16	13
hsa-miR-224-5p	6980	12663	839	119	0	4	812	4091	50	61	3245	406	816	4397	2530
hsa-miR-500b-5p	10	15	8	2	0	0	5	13	1	0	5	1	2	3	14
hsa-miR-6515-5p	47	14	5	0	0	3	3	20	0	19	2	0	6	7	7
hsa-miR-3124-5p	2	2	0	8	0	0	2	2	2	18	2	2	0	0	0
hsa-miR-3129-3p	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-23a-5p	2	3	2	0	0	7	4	4	0	51	2	5	0	0	0
hsa-miR-3200-5p	0	0	0	5	0	0	0	0	0	9	0	0	0	0	0
hsa-miR-195-5p	6244	11395	2001	0	10	0	2619	2619	0	0	1802	202	470	156	3803
hsa-miR-579-5p	2	5	3	3	0	3	0	7	3	74	8	0	0	0	2
hsa-miR-218-5p	761	851	75	7	0	0	96	311	2	2	59	18	32	79	169
hsa-miR-4508	0	9	2	242	212	1073	0	21	105	10794	2	2	9	1	6
hsa-miR-6509-5p	12	2	0	0	0	0	2	2	0	0	0	2	2	9	2
hsa-miR-4725-3p	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4504	28	4	2	15	0	8	5	17	0	13	0	0	5	5	4
hsa-miR-1273c	6	8	0	0	0	2	3	4	0	10	0	0	0	0	0
hsa-miR-4501	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-30a-5p	1098568	623693	206323	1816	272	156	302810	498413	189	2103	141700	90666	163512	122817	478200
hsa-miR-5589-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-4638-5p	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
hsa-miR-4999-5p	0	6	0	0	0	0	0	2	0	8	0	0	0	0	2
hsa-miR-320a-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5001-3p	41	17	4	0	6	4	3	2	0	7	13	0	5	4	44
hsa-miR-4772-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-106b-5p	1317	3361	500	198	0	8	851	1263	2	240	325	112	237	27	1917
hsa-miR-6748-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27b-5p	99	104	37	5	0	0	61	95	0	12	75	32	49	10	86
hsa-miR-548e-3p	161	176	34	7	0	0	53	44	0	10	18	10	8	0	90
hsa-miR-548u	4	2	2	0	0	0	2	2	0	0	0	0	0	0	9
hsa-miR-548s	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10395-3p	3	0	20	0	13	0	4	2	0	9	4	0	0	0	0
hsa-miR-6882-3p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
hsa-miR-548q	6	0	0	6	0	0	0	3	0	2	0	0	0	0	2
hsa-miR-3130-3p	0	0	2	21	0	2	0	2	0	4	0	0	0	0	0
hsa-miR-1248	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-199b-5p	646	1050	85	18	0	0	384	114	0	16	80	33	5	37	189
hsa-miR-21-3p	1078	516	292	15	0	6	576	569	0	80	105	157	78	19	1365
hsa-miR-548n	6	1	1	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-143-5p	7	22	0	88	0	8	17	9	0	417	2	0	0	0	11
hsa-miR-1246	218	120	35	29	2	44	264	97	11	263	51	76	101	51	1351
hsa-miR-548l	7	11	2	2	0	0	2	3	0	0	2	0	0	0	0
hsa-miR-1244	3	4	0	0	0	0	0	3	0	0	2	0	4	2	2
hsa-miR-335-5p	7984	22408	3782	29	0	0	4506	6735	0	5	3001	720	731	354	13580
hsa-miR-548k	88	106	33	5	0	0	41	55	0	5	41	5	6	9	62
hsa-miR-4766-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i	17	2	3	0	0	0	0	0	0	0	0	0	0	0	5
hsa-miR-411-5p	2	4	2	9	0	0	0	11	2	15	2	0	0	2	0
hsa-miR-224-3p	114	285	27	0	4	0	26	45	0	0	32	8	4	7	74
hsa-miR-219b-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517a-3p	19	4	3	0	0	0	0	2	0	0	3	0	0	2	5
hsa-miR-6510-5p	0	2	0	0	0	0	0	5	0	0	2	0	0	0	2
hsa-miR-500b-3p	3	0	0	0	0	0	1	2	0	8	0	0	0	0	2
hsa-miR-3677-3p	0	0	2	0	0	0	2	6	0	7	2	0	0	0	5
hsa-miR-23a-3p	13266	12339	3382	221	8	2	8861	5295	22	398	5311	1917	3276	1691	10461
hsa-miR-4755-5p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-1228-5p	0	0	0	64	20	286	0	0	70	314	0	3	0	0	4
hsa-miR-3200-3p	63	53	0	2	6	0	6	11	0	2	8	3	2	2	33
hsa-miR-382-5p	16	6	0	78	0	21	0	20	72	392	0	0	3	0	0
hsa-miR-195-3p	636	378	78	11	0	0	175	301	0	15	218	55	208	140	168
hsa-miR-3940-5p	2	0	0	0	0	0	0	0	2	5	0	0	0	0	0
hsa-miR-766-5p	0	0	2	10	0	0	0	0	0	47	0	0	2	0	2
hsa-miR-579-3p	2	10	0	0	0	0	0	0	0	0	2	2	0	0	6
hsa-miR-1304-5p	53	63	2	9	0	0	16	40	6	57	16	3	7	3	21
hsa-miR-655-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6509-3p	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4749-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-5584-5p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-30a-3p	126230	17468	3656	66	7	15	6429	12597	21	96	6245	2415	23866	33283	5244
hsa-miR-3934-5p	5	6	0	2	0	4	3	0	0	5	0	0	2	0	3
hsa-miR-4446-3p	4	0	0	32	0	15	2	4	9	167	0	0	0	15	0
hsa-miR-4638-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-452-5p	3140	6973	880	22	0	6	833	1971	0	43	821	296	148	474	3480
hsa-miR-548aw	0	8	0	0	0	0	0	3	0	0	0	0	0	0	2
hsa-miR-6859-5p	16	8	5	4	0	4	0	5	0	31	0	0	5	5	3
hsa-miR-320a-3p	33787	18497	14113	18793	1847	35341	10289	28681	1202	197520	11579	12453	6131	4338	19541
hsa-miR-106b-3p	18267	3038	625	1400	120	747	1018	2497	230	5960	2380	570	3485	6529	2190
hsa-miR-27b-3p	170497	82944	52587	1472	59	53	53615	51192	418	990	49405	10180	24709	8375	71720
hsa-miR-4796-5p	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-548al	0	4	0	0	0	0	2	0	0	5	0	0	0	0	2
hsa-miR-4680-5p	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0
hsa-miR-7851-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4685-3p	6	4	0	6	13	0	0	2	2	25	2	0	4	8	3
hsa-miR-199b-3p	393	494	47	150	0	2	287	103	24	142	45	22	22	27	177
hsa-miR-548ag	109	20	4	0	0	0	21	35	0	0	5	0	164	12	36
hsa-miR-330-5p	57	147	14	10	0	0	37	118	0	50	32	18	10	8	37
hsa-miR-143-3p	12403	6153	1096	15130	24	755	6328	3505	707	12694	986	925	3017	2903	6460
hsa-miR-374c-5p	10	8	0	0	0	0	0	3	0	0	3	0	0	0	0
hsa-miR-4761-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-522-5p	1	0	0	2	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-335-3p	7743	8760	691	6	0	0	2044	3533	14	11	3828	485	2290	2929	2406
hsa-miR-1234-3p	7	2	0	0	0	0	0	0	0	0	2	0	0	0	4
hsa-miR-548ab	6	1	3	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-26a-5p	361473	543242	65848	9359	228	73	62119	167303	1022	3107	129255	13635	31526	95578	96527
hsa-miR-580-3p	0	2	0	4	0	0	2	0	0	11	0	0	0	0	4
hsa-miR-135b-5p	145	97	23	0	0	0	47	33	0	0	8	12	10	2	41
hsa-miR-411-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-6813-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4482-5p	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
hsa-miR-6510-3p	919	1112	118	0	0	0	388	1763	0	2	708	168	217	305	271
hsa-miR-3614-5p	61	2	5	15	0	6	16	0	0	40	0	3	6	7	8
hsa-miR-23c	8	2	2	0	0	0	4	3	0	0	8	2	1	0	1
hsa-miR-181b-5p	12850	12397	3213	174	5	21	3865	8224	16	478	6244	1542	2059	1570	7049
hsa-miR-493-5p	31	4	0	5	0	0	2	6	17	13	2	0	2	3	0
hsa-miR-132-5p	37	38	2	4	0	2	47	42	2	10	22	5	5	7	17
hsa-miR-137-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0
hsa-miR-324-5p	305	388	111	10	7	0	175	144	0	64	158	31	60	39	239
hsa-miR-4755-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-1228-3p	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-877-5p	266	151	26	0	0	18	28	95	2	27	102	14	41	46	87
hsa-miR-382-3p	5	0	0	0	0	0	0	0	13	3	0	0	0	0	0
hsa-miR-3940-3p	33	15	0	3	31	3	0	0	0	11	5	0	2	0	4
hsa-miR-708-5p	32	4	0	0	0	0	3	19	0	0	0	0	0	2	7
hsa-miR-574-3p	1745	2814	243	64	18	0	340	715	9	29	710	137	270	803	795
hsa-miR-1304-3p	85	19	0	18	0	13	2	10	4	24	13	2	24	30	12
hsa-miR-766-3p	17	66	0	14	10	0	15	4	0	35	7	2	0	4	12
hsa-miR-6807-5p	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
hsa-let-7g-5p	298318	217029	49062	10593	356	154	47706	126404	2572	5181	69788	12454	31866	37755	67714
hsa-miR-33a-5p	19	64	21	0	0	0	20	6	0	3	0	0	0	0	14
hsa-miR-4668-5p	2	3	0	0	0	0	2	0	2	2	3	2	0	0	2
hsa-miR-16-2-3p	261	393	36	996	58	18	116	165	167	507	158	16	67	34	173
hsa-miR-126-5p	0	0	0	164	0	0	0	0	29	40	0	0	0	0	2
hsa-miR-4633-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
hsa-miR-6854-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-19a-3p	816	1645	399	104	0	2	383	332	5	31	220	20	32	19	964
hsa-miR-6859-3p	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
hsa-miR-3160-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-181a-2-3p	6068	2786	342	52	12	47	497	1603	12	312	1025	256	1094	2728	1099
hsa-miR-4796-3p	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-3928-3p	91	46	12	0	0	9	7	35	0	63	9	8	17	20	18
hsa-miR-3620-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4680-3p	0	0	0	0	0	0	3	0	0	0	2	0	0	0	6
hsa-miR-6848-5p	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0
hsa-miR-5100	20	28	4	3	0	0	2	9	2	0	30	4	34	11	3
hsa-miR-330-3p	81	138	15	179	0	15	29	85	25	469	40	15	14	17	22
hsa-miR-6732-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-592	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-2-3p	191	150	31	0	0	0	27	77	0	0	29	13	11	70	41
hsa-miR-522-3p	32	5	2	3	0	0	0	0	0	0	13	0	0	0	2
hsa-miR-4482-3p	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-627-5p	0	11	0	0	0	0	2	4	0	0	0	5	0	0	13
hsa-miR-181b-3p	46	39	3	0	0	3	8	7	0	0	17	0	4	3	29
hsa-miR-493-3p	13	4	0	19	0	0	0	12	7	158	0	0	0	3	0
hsa-miR-132-3p	595	488	106	4	0	0	443	437	0	6	273	61	91	128	170
hsa-miR-511-5p	599	1579	26	76	0	5	31	121	11	56	106	12	37	417	6
hsa-miR-324-3p	421	440	82	17	23	7	131	165	0	213	184	41	61	41	336
hsa-miR-6726-5p	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0
hsa-miR-708-3p	83	0	0	4	0	0	6	32	0	3	0	0	8	11	21
hsa-let-7b-5p	410910	123643	31061	12767	696	9576	40418	84901	4743	24337	63266	14298	133151	118994	67352
hsa-let-7f-2-3p	86	86	55	2	0	0	30	23	0	0	4	3	4	5	76
hsa-let-7g-3p	302	161	65	0	0	0	45	73	0	0	14	10	22	16	441
hsa-miR-33a-3p	245	274	38	0	0	0	29	88	0	0	9	4	16	29	43
hsa-miR-598-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-518d-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-126-3p	0	6	0	7205	4	100	9	5	660	6932	0	0	0	0	8
hsa-miR-581	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323a-3p	7	2	0	4	0	7	0	0	13	7	2	0	0	0	2
hsa-miR-505-5p	15	4	0	18	2	0	4	9	3	21	14	0	3	2	3
hsa-miR-28-5p	828	3119	344	34	0	0	471	910	3	86	511	117	106	66	407
hsa-miR-202-3p	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0
hsa-miR-450a-5p	0	2	0	13	0	0	37	0	5	19	0	3	0	0	3
hsa-miR-942-5p	54	48	4	86	19	0	12	17	3	106	24	0	10	18	33
hsa-miR-200a-5p	29870	13586	2213	8	0	0	3051	15899	6	2	3568	1917	9040	12119	2702
hsa-miR-7977	76	61	25	0	6	0	7	31	0	0	25	0	15	20	12
hsa-miR-7976	0	3	0	24	13	18	0	0	3	221	4	0	0	0	0
hsa-miR-7975	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
hsa-miR-6499-5p	52	21	3	0	0	0	4	15	0	0	9	3	13	7	0
hsa-miR-1-3p	19	59	2	173	0	14	2	3	139	39	0	0	2	8	5
hsa-miR-4738-3p	8	0	0	2	0	32	0	0	0	39	0	0	0	0	0
hsa-miR-6767-5p	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-744-5p	815	1125	172	1189	36	870	342	528	200	9819	371	156	176	208	211
hsa-miR-29a-5p	27	33	10	0	0	0	12	10	0	0	2	0	2	2	32
hsa-miR-577	49	190	13	0	0	0	11	43	0	0	31	0	2	15	142
hsa-miR-365a-5p	356	272	24	2	0	6	35	419	0	19	122	32	112	240	78
hsa-miR-548ar-3p	4	9	2	0	0	0	2	0	0	0	0	0	0	0	4
hsa-miR-513b-5p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-519a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2116-3p	0	4	0	0	0	5	0	0	0	3	3	0	0	0	0
hsa-miR-627-3p	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6721-5p	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-511-3p	65	325	12	0	0	0	9	6	0	0	15	3	0	0	9
hsa-miR-3691-5p	33	9	2	3	0	8	6	12	0	58	0	3	11	10	4
hsa-miR-6802-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
hsa-let-7b-3p	778	730	116	57	0	0	149	293	11	14	407	48	114	363	371
hsa-miR-598-3p	921	909	126	7	0	0	248	405	0	0	217	29	111	52	324
hsa-miR-424-5p	23	14	5	2	0	0	226	3	0	0	0	6	6	0	73
hsa-miR-206	19	6	0	218	0	180	3	5	65	56	2	0	6	3	13
hsa-miR-616-5p	19	16	0	0	0	0	7	5	0	0	3	0	0	5	2
hsa-miR-1538	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
hsa-miR-6884-5p	6	3	0	2	0	14	2	0	0	45	3	2	0	0	3
hsa-miR-520b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2355-3p	0	0	0	18	0	0	6	0	0	18	0	0	0	0	0
hsa-miR-505-3p	81	83	3	12	9	0	27	32	0	19	27	0	9	21	50
hsa-miR-520g-3p	15	0	0	0	0	0	0	2	0	0	2	0	0	4	0
hsa-miR-3190-3p	17	9	0	0	0	0	0	0	0	18	8	0	5	2	0
hsa-miR-28-3p	26875	6738	1480	528	11	420	2713	5908	104	2461	4388	1699	8019	14799	3567
hsa-miR-509-3-5p	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0
hsa-miR-942-3p	2	0	0	0	0	0	0	0	0	3	0	2	0	3	2
hsa-miR-200a-3p	649418	718944	123785	348	158	14	155155	349692	34	228	131930	42832	80251	51965	289417
