name	SRX2540520	SRX2540521	SRX2540509	SRX2540508	SRX2540518	SRX2540519	SRX2540514	SRX2540512	SRX2540513	SRX2540510	SRX2540511	SRX2540516	SRX2540517	SRX2540507	SRX2540515
hsa-miR-410-3p	138	110	90	176	457	245	40	9	3	241	74	602	678	52	73	2988.0
hsa-miR-374a-3p	168	38	102	111	140	260	163	0	0	126	468	838	315	56	165	2950.0
hsa-miR-4732-3p	258	142	107	70	330	459	207	15	12	41	25	464	705	40	63	2938.0
hsa-miR-7706	333	79	137	158	234	356	173	8	4	88	93	568	288	48	320	2887.0
hsa-miR-9985	55	98	42	15	59	22	390	19	6	20	54	560	1396	6	67	2808.67
hsa-miR-2355-3p	185	56	71	62	194	139	217	5	0	56	30	1002	301	24	293	2635.0
hsa-miR-574-3p	139	36	383	621	84	174	158	0	3	170	87	313	231	89	91	2579.0
hsa-miR-324-3p	157	65	136	182	124	210	211	5	2	88	310	537	225	47	280	2579.0
hsa-miR-6503-3p	186	82	20	16	184	147	282	8	6	16	21	810	576	0	165	2519.0
hsa-miR-10399-3p	234	48	108	180	176	396	199	9	3	100	190	416	119	45	239	2462.0
hsa-miR-6842-3p	245	59	124	171	127	155	267	6	2	145	122	322	341	52	306	2444.0
hsa-miR-454-5p	132	94	117	158	209	231	150	3	4	112	163	598	231	49	173	2424.0
hsa-miR-95-3p	103	100	144	52	169	130	69	5	7	58	194	465	535	28	343	2402.0
hsa-miR-184	10	22	20	13	9	33	12	2	2	5	9	17	2240	0	8	2402.0
hsa-miR-4497	24	86	203	135	309	51	460	16	32	45	23	425	295	28	189	2321.0
hsa-miR-331-5p	74	150	36	49	224	216	104	2	0	34	74	454	781	13	108	2319.0
hsa-miR-1304-5p	237	87	129	120	230	292	260	0	5	85	141	233	240	31	211	2301.0
hsa-miR-511-5p	143	18	163	28	165	35	32	7	4	17	6	148	1370	13	118	2267.0
hsa-miR-145-5p	52	24	44	123	144	36	110	2	0	20	30	603	870	23	152	2233.0
hsa-miR-1294	121	106	57	63	152	237	355	7	5	71	141	333	345	30	190	2213.0
hsa-miR-193b-3p	7	7	6	3	5	2	9	0	3	0	19	15	2102	0	27	2205.0
hsa-miR-4446-3p	176	30	221	316	78	122	22	5	5	640	63	166	86	131	69	2130.0
hsa-miR-3605-3p	54	44	49	43	308	202	79	10	5	10	5	256	676	19	359	2119.0
hsa-miR-378g	216	80	69	51	90	122	238	9	11	41	126	423	325	17	296	2113.5
hsa-miR-1908-5p	357	123	116	99	228	145	111	0	9	101	43	191	359	69	144	2095.0
hsa-miR-1284	162	41	43	25	291	145	168	13	9	19	10	354	465	22	304	2071.0
hsa-miR-25-5p	149	54	120	130	141	140	271	7	7	85	152	195	241	38	322	2052.0
hsa-miR-889-3p	94	72	124	177	194	118	18	0	0	447	170	310	138	55	77	1994.0
hsa-miR-132-3p	255	43	66	114	56	220	267	4	0	41	99	345	193	16	262	1981.0
hsa-miR-7704	14	14	662	500	13	24	197	2	4	89	88	52	95	148	54	1956.0
hsa-miR-4326	160	41	167	265	116	189	55	0	4	189	150	256	148	67	131	1938.0
hsa-miR-1185-1-3p	128	51	128	381	105	218	11	6	2	350	133	121	174	45	60	1912.5
hsa-miR-7976	115	89	54	62	133	161	239	3	0	50	149	440	289	20	92	1896.0
hsa-miR-483-5p	66	48	19	12	255	88	12	2	9	5	3	46	1290	4	37	1896.0
hsa-miR-548k	131	97	77	60	176	167	102	4	3	83	187	386	272	25	114	1883.0
hsa-miR-18a-3p	97	69	98	108	136	324	101	0	5	52	50	426	225	29	142	1862.0
hsa-miR-191-3p	169	19	110	189	120	149	177	2	0	69	20	350	195	39	246	1854.0
hsa-miR-132-5p	170	48	31	23	34	104	274	6	7	16	19	576	275	0	253	1836.0
hsa-miR-2115-3p	110	29	39	32	89	124	312	4	0	0	4	425	397	7	261	1833.0
hsa-miR-10395-3p	47	12	25	16	14	24	26	0	2	748	887	4	15	3	5	1828.0
hsa-miR-3150b-3p	107	59	23	21	107	83	327	3	4	4	20	566	211	4	286	1824.5
hsa-miR-454-3p	89	32	53	115	65	383	51	2	0	30	359	359	104	18	103	1763.0
hsa-miR-1260a	108	42	147	287	51	91	128	2	37	23	8	317	212	49	254	1752.5
hsa-miR-9-5p	184	62	86	71	120	332	89	0	0	40	69	305	243	26	125	1752.06
hsa-miR-196b-5p	44	65	86	71	188	334	78	0	0	59	214	384	151	19	54	1746.67
hsa-miR-4791	5	7	231	330	0	0	54	0	0	444	608	4	4	32	3	1722.0
hsa-miR-766-3p	109	19	160	555	56	70	35	2	4	97	41	167	74	84	134	1607.0
hsa-let-7f-1-3p	64	20	59	94	127	89	92	0	0	114	132	410	272	23	110	1606.0
hsa-miR-548j-5p	90	91	80	124	129	190	44	3	4	108	40	383	93	30	120	1529.0
hsa-miR-1291	85	68	45	160	71	44	242	8	6	43	31	231	106	11	340	1491.0
hsa-miR-330-5p	180	47	36	54	58	119	166	5	0	37	62	290	233	16	178	1481.0
hsa-miR-146b-3p	82	33	64	159	90	130	58	6	2	151	216	158	147	23	149	1468.0
hsa-miR-576-5p	76	19	80	115	104	102	63	0	0	103	141	426	84	28	95	1436.0
hsa-miR-129-5p	41	20	22	28	234	57	46	2	4	4	2	87	749	15	99	1410.0
hsa-miR-1287-5p	107	63	35	61	195	110	102	4	2	80	60	186	237	16	134	1392.0
hsa-miR-598-3p	104	40	81	78	52	79	92	2	0	55	235	311	189	11	47	1376.0
hsa-miR-3928-3p	92	26	61	69	93	107	193	6	6	29	22	289	246	15	102	1356.0
hsa-miR-369-5p	185	21	91	145	105	99	2	2	0	282	95	107	140	20	36	1330.0
hsa-miR-10399-5p	194	24	26	36	78	143	40	2	0	15	65	448	175	10	71	1327.0
hsa-miR-3909	83	16	81	59	66	73	213	0	0	17	21	196	98	37	366	1326.0
hsa-miR-9-3p	152	68	12	6	153	70	57	0	3	3	2	156	531	0	107	1320.03
hsa-miR-12136	59	211	47	100	121	101	64	18	10	20	9	83	149	19	292	1303.0
hsa-miR-181c-3p	117	38	92	99	56	38	134	2	2	88	50	417	63	23	77	1295.0
hsa-miR-151b	114	21	38	51	155	124	54	1	1	54	112	214	232	60	54	1283.5
hsa-miR-23a-5p	169	29	40	37	90	68	245	25	20	26	9	41	227	7	247	1280.0
hsa-miR-1250-5p	105	27	19	24	58	50	111	4	0	6	6	499	69	4	291	1273.0
hsa-miR-143-5p	77	24	136	65	58	42	162	3	0	34	25	318	78	20	202	1244.0
hsa-miR-411-3p	76	27	112	203	51	97	14	7	0	255	46	149	146	27	20	1230.0
hsa-miR-511-3p	7	3	3	0	8	0	0	2	0	0	0	19	1183	0	2	1227.0
hsa-miR-23b-5p	53	22	51	38	139	145	34	6	0	16	0	117	458	23	98	1200.0
hsa-miR-369-3p	45	23	18	50	161	68	7	3	0	96	50	379	249	8	7	1164.0
hsa-miR-550a-3-5p	115	28	27	39	38	53	299	2	1	35	68	107	98	16	227	1153.34
hsa-miR-382-3p	154	9	54	98	74	65	9	0	0	237	36	214	126	16	45	1137.0
hsa-miR-133a-3p	68	26	58	256	38	21	11	0	0	53	328	30	121	32	91	1133.3400000000001
hsa-miR-190b-5p	76	36	51	23	58	147	61	3	0	33	43	300	84	7	211	1133.0
hsa-miR-708-3p	57	10	2	3	48	6	0	0	0	2	3	87	873	2	23	1116.0
hsa-miR-3182	9	88	210	175	44	26	97	9	16	15	13	186	77	28	84	1077.0
hsa-miR-450a-2-3p	76	18	24	18	63	82	172	0	0	0	7	286	70	6	236	1058.0
hsa-miR-1278	40	37	27	29	45	84	128	2	2	43	226	253	85	19	36	1056.0
hsa-miR-885-5p	16	33	30	14	137	119	10	3	0	6	5	59	506	69	33	1040.0
hsa-miR-625-5p	88	37	47	58	81	126	163	0	2	84	74	55	113	9	96	1033.0
hsa-miR-874-3p	77	43	35	85	50	41	36	0	0	81	61	88	334	16	83	1030.0
hsa-let-7f-2-3p	51	18	56	30	76	49	62	0	0	27	87	325	200	4	44	1028.3400000000001
hsa-miR-3177-3p	72	35	95	136	49	84	71	2	10	106	64	57	78	29	122	1010.0
hsa-miR-329-3p	55	13	54	206	49	136	12	2	0	154	13	167	88	25	22	996.0
hsa-miR-4746-5p	107	16	60	65	50	127	88	3	2	36	52	96	182	12	98	994.0
hsa-miR-133a-5p	14	0	0	0	7	0	5	0	0	0	0	24	938	0	3	991.0
hsa-miR-2115-5p	68	44	22	16	47	50	234	8	4	0	0	247	150	2	98	990.0
hsa-miR-4429	140	29	41	24	107	58	53	3	6	27	26	53	332	7	64	969.5400000000001
hsa-miR-641	93	19	49	106	43	169	29	2	0	167	60	115	27	27	58	964.0
hsa-miR-505-5p	105	7	51	77	34	47	44	0	2	273	210	10	27	23	36	946.0
hsa-miR-3690	141	0	123	4	12	14	317	0	0	21	0	82	42	2	186	944.0
hsa-miR-3120-3p	86	18	64	141	57	127	14	2	0	91	29	127	100	10	44	910.0
hsa-miR-487b-3p	79	36	52	185	39	60	10	0	0	158	57	109	54	31	24	894.0
hsa-miR-548l	42	46	17	17	103	54	47	0	0	13	19	278	139	5	106	886.0
hsa-miR-642a-3p	56	7	13	2	212	20	43	6	8	5	18	31	407	2	52	881.0
hsa-miR-766-5p	120	35	39	111	45	66	32	4	0	152	21	37	114	34	49	859.0
hsa-miR-3187-3p	146	59	11	22	52	92	44	0	0	14	12	135	189	6	72	854.0
hsa-miR-30d-3p	52	27	24	36	73	46	50	2	0	34	78	249	134	7	39	850.5
hsa-miR-136-5p	74	36	43	71	112	63	3	0	0	115	52	166	71	7	23	836.0
hsa-miR-409-5p	55	11	36	161	50	94	6	2	0	153	29	71	118	24	18	828.0
hsa-miR-3913-5p	41	32	25	16	68	71	72	2	0	6	210	181	72	0	29	825.0
hsa-miR-3912-3p	69	6	22	25	48	35	55	3	2	16	161	227	74	7	71	821.0
hsa-miR-3074-5p	58	4	48	54	51	71	35	0	0	69	64	198	56	18	80	806.0
hsa-miR-1468-5p	78	25	52	39	72	60	16	0	2	28	13	146	171	27	58	787.0
hsa-miR-758-3p	62	20	66	145	26	70	6	0	0	112	49	95	72	23	33	779.0
hsa-miR-371b-5p	51	27	17	24	52	15	155	2	0	4	0	173	109	15	133	777.0
hsa-miR-17-3p	32	33	41	32	58	46	60	2	0	25	115	146	142	11	18	761.0
hsa-miR-378a-5p	41	18	46	28	43	53	55	0	2	28	51	161	112	8	113	759.0
hsa-miR-4485-3p	24	112	42	60	28	72	52	4	11	42	2	14	126	12	156	757.0
hsa-miR-873-3p	6	0	10	7	2	5	52	0	0	7	3	70	66	0	529	757.0
hsa-miR-222-5p	43	63	0	0	12	54	189	0	4	0	0	144	52	0	178	739.0
hsa-miR-331-3p	66	21	42	151	32	51	27	0	0	40	15	147	63	35	48	738.0
hsa-miR-3140-3p	77	11	5	6	67	101	41	0	5	3	16	147	167	2	87	735.0
hsa-miR-27b-5p	75	19	50	84	23	93	13	0	0	85	18	77	91	17	83	728.0
hsa-miR-301a-5p	56	13	35	72	33	64	33	0	0	32	46	147	78	16	100	725.0
hsa-miR-412-5p	14	87	0	52	132	32	24	2	0	2	2	191	120	6	54	718.0
hsa-miR-7850-5p	23	18	15	13	26	17	147	2	0	2	0	242	34	0	170	709.0
hsa-miR-3143	35	41	0	3	89	32	62	0	0	11	120	190	92	4	25	704.0
hsa-miR-4677-3p	63	14	30	23	22	50	94	5	0	13	50	130	159	7	43	703.0
hsa-miR-29c-5p	46	18	23	61	18	51	43	2	2	16	45	184	66	2	113	690.0
hsa-miR-204-5p	61	49	30	45	25	70	9	3	6	27	2	123	101	14	124	689.0
hsa-miR-6866-5p	54	15	26	15	87	29	71	0	0	26	43	92	66	9	152	685.0
hsa-miR-532-3p	33	8	59	41	54	25	46	0	2	22	107	76	156	2	49	680.0
hsa-miR-1306-3p	97	25	33	48	24	61	57	0	0	41	52	92	59	12	76	677.0
hsa-miR-181c-5p	30	16	90	42	42	16	32	0	0	42	62	195	79	4	23	673.0
hsa-miR-1292-5p	116	16	17	34	49	91	50	0	5	46	61	96	46	7	36	670.0
hsa-miR-1262	48	17	8	4	26	34	46	7	0	0	0	308	91	2	71	662.0
hsa-miR-3605-5p	78	10	26	15	64	10	74	0	3	12	81	48	100	3	124	648.0
hsa-miR-214-3p	33	5	20	6	16	2	4	0	0	2	0	23	491	0	45	647.0
hsa-miR-125b-1-3p	2	9	10	0	24	53	6	0	0	0	0	23	497	2	17	643.0
hsa-miR-378b	74	38	11	0	37	39	25	0	0	3	20	159	108	0	115	629.0
hsa-miR-504-5p	21	5	54	38	21	31	53	10	2	2	0	243	40	5	103	628.0
hsa-miR-877-5p	64	8	19	67	37	37	41	0	0	69	110	62	72	7	35	628.0
hsa-miR-11401	78	0	5	118	24	52	3	2	0	7	112	136	11	4	63	615.0
hsa-miR-455-5p	5	12	8	2	12	10	10	0	0	4	75	72	367	8	28	613.0
hsa-miR-431-5p	66	6	35	131	26	52	7	0	0	82	22	68	94	10	6	605.0
hsa-miR-664a-3p	35	13	91	184	26	52	9	0	3	38	37	51	31	22	9	601.0
hsa-miR-205-5p	0	2	92	18	12	0	4	0	2	0	0	17	447	4	0	598.0
hsa-miR-324-5p	25	9	26	65	31	37	24	0	0	30	217	52	46	10	15	587.0
hsa-miR-34c-5p	31	16	25	11	18	42	103	0	0	10	18	201	81	14	15	585.0
hsa-miR-4755-5p	57	7	6	15	72	60	44	0	4	4	2	118	100	0	95	584.0
hsa-miR-628-5p	50	15	27	15	10	72	19	0	0	25	36	133	53	7	92	554.0
hsa-miR-195-3p	21	6	42	25	65	30	14	0	2	13	2	91	154	7	76	548.0
hsa-miR-218-5p	25	3	7	15	37	14	22	0	0	2	3	204	133	6	75	546.0
hsa-miR-33a-5p	21	31	31	20	16	15	77	0	0	22	38	150	93	9	21	544.0
hsa-miR-212-5p	74	21	11	24	18	44	92	0	0	12	7	93	47	6	89	538.0
hsa-miR-4772-5p	25	22	40	3	27	23	65	0	2	14	20	183	41	10	62	537.0
hsa-miR-127-5p	28	36	24	59	21	69	2	0	0	79	25	42	126	10	14	535.0
hsa-miR-5010-3p	25	5	40	109	48	69	6	0	0	30	43	76	26	25	23	525.0
hsa-miR-1255a	30	15	33	2	49	63	17	0	0	84	0	30	144	19	36	522.0
hsa-miR-3176	65	20	9	2	31	50	22	0	0	2	24	148	96	2	45	516.0
hsa-miR-195-5p	57	19	24	6	23	34	8	0	0	3	31	79	189	4	38	514.01
hsa-miR-4665-5p	60	27	34	60	45	44	5	0	6	62	8	49	30	17	67	514.0
hsa-miR-30c-1-3p	34	8	32	40	39	63	69	6	3	20	8	53	33	11	93	512.0
hsa-miR-188-5p	61	12	5	2	54	18	23	0	3	2	4	71	249	0	8	512.0
hsa-miR-3688-3p	22	13	11	10	25	26	54	0	0	13	158	135	25	0	19	511.0
hsa-miR-4482-3p	21	6	0	7	6	6	19	0	0	2	6	0	70	0	363	506.0
hsa-miR-656-3p	25	6	14	24	48	20	10	0	0	53	16	128	130	3	13	490.0
hsa-miR-539-3p	34	29	36	43	59	29	3	2	0	80	35	85	44	8	2	489.0
hsa-miR-3679-5p	69	10	4	4	11	19	47	4	0	11	10	77	139	2	74	481.0
hsa-miR-627-5p	4	15	2	2	29	15	31	0	0	0	3	219	140	0	20	480.0
hsa-miR-6877-5p	33	26	15	29	62	37	57	2	0	14	18	51	77	0	54	475.0
hsa-miR-671-5p	18	3	17	42	59	37	19	0	3	28	15	70	78	7	71	467.0
hsa-miR-208b-3p	11	3	0	0	15	0	0	0	0	0	0	2	429	2	0	462.0
hsa-miR-6131	31	19	6	5	19	14	66	2	0	2	22	87	89	2	89	453.0
hsa-miR-590-3p	18	7	16	19	31	22	12	0	0	9	78	158	70	7	3	450.0
hsa-miR-4659b-3p	47	15	19	28	26	84	16	3	0	5	40	88	42	11	17	439.0
hsa-miR-200b-5p	23	0	15	14	20	13	25	0	0	0	0	14	256	3	54	437.0
hsa-miR-1271-5p	31	2	35	69	26	34	19	0	0	43	42	51	44	8	30	434.0
hsa-miR-362-5p	21	11	2	21	35	69	32	0	0	12	31	104	38	6	49	431.0
hsa-miR-5100	6	11	9	34	21	12	102	0	8	0	0	117	68	4	30	422.0
hsa-miR-3124-5p	24	7	10	13	37	22	31	2	0	7	3	66	57	3	128	410.0
hsa-miR-93-3p	30	9	37	46	18	33	17	0	0	17	52	79	34	14	21	407.0
hsa-miR-658	2	19	2	9	5	0	276	6	6	9	4	19	0	3	42	402.0
hsa-miR-7854-3p	54	9	4	9	22	32	34	2	0	4	3	73	101	0	52	399.0
hsa-miR-200a-5p	10	7	11	8	28	14	3	0	0	5	4	5	289	0	13	397.0
hsa-miR-92a-1-5p	34	26	9	16	26	43	28	0	12	24	14	46	34	2	75	389.0
hsa-miR-3173-5p	37	10	16	9	23	111	14	2	2	4	0	66	49	19	25	387.0
hsa-miR-92b-5p	53	12	17	8	30	26	62	3	0	18	39	20	76	4	12	380.0
hsa-miR-4772-3p	19	27	25	8	13	15	59	0	0	6	11	146	15	4	32	380.0
hsa-miR-1273c	22	4	7	8	36	30	24	0	2	16	39	70	73	0	33	364.0
hsa-miR-147b-3p	10	2	14	4	36	21	25	0	0	3	28	89	115	2	15	364.0
hsa-miR-4669	2	2	0	23	7	46	6	0	7	9	59	0	132	0	69	362.0
hsa-miR-26a-2-3p	0	27	5	20	20	32	20	0	0	8	9	159	30	0	30	360.0
hsa-miR-30b-3p	23	24	20	48	16	20	37	2	2	31	20	27	29	12	47	358.0
hsa-miR-32-3p	18	16	13	22	15	36	41	0	0	16	25	66	62	0	26	356.0
hsa-miR-141-3p	3	7	13	4	24	6	6	2	0	7	22	34	218	0	7	353.0
hsa-miR-429	18	5	42	6	12	13	30	0	0	11	17	42	142	12	2	352.0
hsa-miR-31-5p	17	123	0	2	12	8	10	0	0	2	40	49	83	0	5	351.0
hsa-miR-6747-3p	51	9	15	4	25	51	15	2	0	0	0	67	65	4	42	350.0
hsa-miR-377-3p	21	16	13	39	36	23	4	0	0	40	14	45	77	8	10	346.0
hsa-miR-4470	38	2	0	13	25	38	10	2	0	6	0	101	54	2	55	346.0
hsa-miR-4738-3p	47	14	13	5	26	40	29	0	2	8	19	42	62	0	36	343.0
hsa-miR-937-3p	20	21	6	4	25	57	13	4	0	2	2	46	117	0	25	342.0
hsa-miR-942-3p	23	16	2	0	46	27	21	2	0	2	0	90	63	0	49	341.0
hsa-miR-337-3p	39	2	25	53	24	23	0	0	0	77	13	48	22	7	3	336.0
hsa-miR-3168	68	23	13	15	12	4	64	10	13	10	9	34	29	0	26	330.0
hsa-miR-138-5p	0	56	3	0	3	2	3	2	2	2	0	54	152	0	49	328.0
hsa-miR-1224-5p	41	11	12	7	4	12	16	0	0	5	93	5	116	3	2	327.0
hsa-miR-615-3p	35	3	36	5	13	5	9	0	0	0	0	9	180	13	14	322.0
hsa-miR-6501-5p	20	0	13	11	11	118	35	0	0	4	24	17	39	2	27	321.0
hsa-miR-4306	18	12	8	5	8	2	69	2	0	14	140	7	32	3	3	319.5
hsa-miR-363-5p	30	0	8	24	31	57	23	2	0	37	39	12	36	6	12	317.0
hsa-miR-500b-3p	26	19	4	8	34	26	37	2	0	5	1	34	80	0	43	316.0
hsa-miR-4511	37	0	5	8	63	33	18	0	0	16	22	46	24	0	41	313.0
hsa-miR-3120-5p	61	4	18	31	12	29	8	2	0	26	0	41	48	2	30	312.0
hsa-miR-6852-3p	33	7	26	44	25	44	5	0	0	40	3	51	10	12	8	308.0
hsa-miR-4504	18	7	5	2	10	33	22	0	0	7	140	29	22	3	9	307.0
hsa-let-7g-3p	8	7	2	0	30	11	13	0	0	0	36	19	167	0	11	304.0
hsa-miR-190a-5p	13	0	7	2	27	49	6	0	0	2	46	68	67	0	17	304.0
hsa-miR-4742-3p	16	4	2	9	31	61	20	0	0	0	3	109	26	0	20	301.0
hsa-miR-24-1-5p	35	8	10	14	25	14	12	0	0	5	21	58	66	5	28	300.0
hsa-miR-6837-3p	20	6	17	13	23	23	24	0	0	18	2	43	52	6	51	298.0
hsa-miR-490-3p	50	15	2	18	2	156	10	0	0	18	5	0	4	5	10	295.0
hsa-miR-1976	17	11	11	17	11	29	44	0	3	2	7	71	39	4	29	295.0
hsa-miR-194-3p	10	20	9	17	15	10	23	2	0	4	4	81	15	0	85	295.0
hsa-miR-18b-5p	25	5	7	5	9	21	26	0	0	2	112	39	36	2	5	291.0
hsa-miR-6882-5p	47	9	9	0	15	25	38	0	0	4	2	37	34	0	70	290.0
hsa-miR-338-3p	22	11	23	9	2	12	34	0	0	2	7	99	53	3	12	289.0
hsa-miR-3934-5p	44	8	4	6	9	16	3	0	0	11	19	29	84	4	47	284.0
hsa-miR-605-3p	48	9	18	39	7	58	0	0	3	15	5	37	24	4	14	281.0
hsa-miR-5189-5p	45	5	40	9	0	34	30	0	0	15	38	17	39	4	0	276.0
hsa-miR-374b-3p	36	8	6	26	10	20	6	0	0	12	11	77	26	5	32	275.0
hsa-miR-1270	25	0	0	6	71	19	19	0	0	3	15	13	91	3	10	275.0
hsa-miR-4488	30	27	9	8	2	20	84	0	12	0	0	22	46	0	14	274.0
hsa-miR-29b-2-5p	20	10	9	15	17	43	2	0	0	10	16	60	47	0	24	273.0
hsa-miR-204-3p	62	9	8	2	21	0	0	2	0	2	2	7	154	0	3	272.0
hsa-miR-4690-3p	20	13	10	7	5	59	20	0	2	7	49	47	32	0	0	271.0
hsa-miR-4440	21	10	2	7	0	12	32	0	0	0	0	49	51	0	83	267.0
hsa-miR-1275	0	2	2	0	0	0	2	0	0	83	173	0	0	0	0	262.0
hsa-miR-610	19	5	9	5	16	19	12	0	0	15	28	72	43	0	17	260.0
hsa-miR-181b-3p	2	0	7	0	8	11	14	0	3	4	8	142	31	0	27	257.0
hsa-miR-1306-5p	16	8	30	31	17	33	18	0	0	4	9	8	48	10	22	254.0
hsa-miR-4755-3p	19	8	0	2	14	28	23	2	2	5	0	52	59	0	37	251.0
hsa-miR-6513-3p	29	4	19	24	15	34	20	0	2	12	2	37	38	2	11	249.0
hsa-miR-616-3p	23	0	6	8	16	9	30	2	0	9	3	44	41	2	54	247.0
hsa-miR-659-5p	18	0	10	8	25	10	22	0	0	17	33	77	16	0	10	246.0
hsa-miR-98-3p	15	7	9	19	10	11	3	0	0	30	28	49	47	5	12	245.0
hsa-miR-6815-5p	18	8	0	7	16	7	37	0	0	3	27	2	120	0	0	245.0
hsa-miR-551a	19	8	3	6	6	7	31	0	0	2	0	109	18	0	35	244.0
hsa-miR-624-5p	0	4	8	7	9	9	3	0	0	0	145	37	21	0	0	243.0
hsa-miR-5189-3p	23	20	42	7	0	52	13	0	0	16	3	17	41	9	0	243.0
hsa-miR-4659a-3p	19	3	12	3	12	26	15	0	0	14	61	36	31	1	8	239.0
hsa-miR-5571-3p	0	62	0	0	8	11	0	9	0	0	0	20	111	0	18	239.0
hsa-miR-3064-5p	21	2	8	11	17	23	38	0	0	9	18	31	34	0	27	239.0
hsa-miR-214-5p	9	0	15	4	21	3	0	2	0	2	0	23	146	2	8	235.0
hsa-miR-6786-3p	38	2	4	2	20	18	14	2	0	0	2	56	46	0	29	233.0
hsa-miR-6842-5p	23	2	7	15	8	20	32	0	0	14	25	21	7	5	54	233.0
hsa-miR-6503-5p	6	8	0	0	6	37	8	0	0	8	4	20	121	0	14	232.0
hsa-miR-296-5p	2	2	4	20	0	29	4	0	0	58	86	8	8	3	7	231.0
hsa-miR-497-5p	17	6	4	0	29	15	5	0	0	4	0	23	117	2	5	227.0
hsa-miR-4482-5p	4	3	0	3	0	15	2	0	0	0	4	0	29	0	166	226.0
hsa-miR-582-5p	2	2	6	7	10	6	43	0	0	0	5	61	51	0	32	225.0
hsa-miR-3130-3p	0	4	0	4	0	0	2	0	0	0	0	10	196	0	7	223.0
hsa-miR-1288-3p	32	2	6	6	12	15	8	2	0	3	0	38	83	0	15	222.0
hsa-miR-6741-5p	43	4	9	15	10	8	11	0	4	58	41	0	10	0	9	222.0
hsa-miR-933	9	4	7	7	25	0	79	0	0	7	0	27	45	0	11	221.0
hsa-miR-636	33	14	9	12	12	22	32	0	2	3	13	39	22	2	4	219.0
hsa-miR-4724-5p	32	16	7	12	47	24	32	0	0	0	0	23	7	0	15	215.0
hsa-miR-548ac	28	14	3	2	30	17	15	0	0	0	9	47	45	0	5	215.0
hsa-miR-376c-3p	0	2	14	35	21	7	0	2	0	34	25	35	16	10	14	215.0
hsa-miR-4435	15	2	17	19	25	32	2	0	0	22	16	14	20	11	19	214.0
hsa-miR-217-5p	24	3	15	2	31	0	5	2	0	3	0	32	85	0	10	212.0
hsa-let-7e-3p	14	7	3	19	15	19	11	0	0	6	0	43	39	2	33	211.0
hsa-miR-1296-5p	8	0	12	36	8	8	14	0	0	43	39	17	6	4	15	210.0
hsa-miR-431-3p	11	16	12	34	27	22	0	0	0	33	6	10	19	2	18	210.0
hsa-miR-6509-5p	18	8	9	0	13	12	26	0	0	2	0	27	56	0	38	209.0
hsa-miR-30c-2-3p	25	23	5	16	13	6	12	0	0	13	5	21	23	0	47	209.0
hsa-miR-5588-5p	6	4	0	0	13	29	2	0	0	2	2	44	81	0	26	209.0
hsa-miR-3675-5p	21	3	0	15	44	0	5	2	2	7	8	65	9	0	28	209.0
hsa-miR-4676-3p	9	15	8	21	25	4	12	0	0	2	0	90	13	0	9	208.0
hsa-miR-122-3p	0	0	0	2	2	2	5	0	0	0	160	14	13	9	0	207.0
hsa-miR-7-1-3p	8	0	13	13	10	10	23	0	0	5	19	69	5	2	30	207.0
hsa-miR-6516-3p	5	2	16	37	2	11	2	0	0	37	40	29	11	0	13	205.0
hsa-miR-378i	21	9	3	0	13	10	6	0	2	0	9	52	32	0	40	197.0
hsa-miR-34a-5p	4	4	5	0	4	9	2	0	0	0	0	33	131	0	5	197.0
hsa-miR-365a-3p	11	0	9	30	3	10	14	0	1	2	6	37	65	3	7	194.0
hsa-miR-3138	33	3	11	7	27	3	10	0	0	34	14	11	22	2	17	194.0
hsa-miR-365b-3p	11	0	9	30	3	10	14	0	1	2	6	37	65	3	7	194.0
hsa-miR-4741	23	10	3	0	19	7	4	0	0	0	2	4	113	0	8	193.0
hsa-miR-548n	9	2	2	0	16	29	11	3	0	5	16	60	32	0	9	191.0
hsa-miR-128-1-5p	0	8	6	9	16	11	8	0	0	0	0	75	14	0	43	190.0
hsa-miR-6511a-3p	16	2	8	18	14	33	0	0	0	0	0	37	24	4	33	188.8
hsa-miR-208a-3p	8	2	0	0	5	3	0	0	0	0	0	6	161	0	0	185.0
hsa-miR-6741-3p	21	4	16	22	17	51	0	3	2	0	0	8	21	15	5	185.0
hsa-miR-5193	5	2	34	70	12	24	0	0	0	4	0	3	7	9	14	184.0
hsa-miR-6130	7	2	14	9	9	5	41	0	1	10	44	18	15	4	5	181.69
hsa-miR-579-5p	14	3	11	8	5	19	10	0	0	9	23	56	7	5	11	181.0
hsa-miR-3150a-5p	18	2	6	11	2	21	9	0	0	0	0	83	10	2	16	180.0
hsa-miR-3157-3p	13	0	0	3	37	15	21	0	0	0	7	43	28	0	12	179.0
hsa-miR-548j-3p	20	9	8	3	13	12	0	0	0	0	7	89	9	0	9	179.0
hsa-miR-4645-3p	29	2	6	17	19	27	6	0	0	7	2	40	13	2	8	178.0
hsa-miR-5010-5p	33	9	4	10	17	15	11	2	0	28	30	3	9	0	7	178.0
hsa-miR-3164	8	10	2	2	19	20	5	0	0	5	36	10	52	0	8	177.0
hsa-miR-219a-1-3p	26	4	5	11	4	20	11	0	0	10	16	22	36	4	7	176.0
hsa-miR-581	24	2	2	12	11	19	7	0	0	7	27	50	14	0	0	175.0
hsa-miR-196a-5p	9	7	6	0	0	20	5	0	0	2	31	8	56	0	29	173.34
